chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Ha412HOChr01	6328260	6699176	-0.122814	-0.024588	-0.016912	-0.095745
Ha412HOChr01	6328962	7029288	-0.122399	-0.018196	-0.012920	-0.149333
Ha412HOChr01	6700391	7130904	0.000000	0.000000	0.000000	-0.020339
Ha412HOChr01	7125412	7192273	0.159486	0.027691	0.019071	0.132184
Ha412HOChr01	7130917	7446888	-0.154334	-0.028055	-0.017337	-0.109804
Ha412HOChr01	7193933	7653166	0.321084	0.070229	0.050641	0.265267
Ha412HOChr01	7451073	7970501	0.380005	0.080687	0.059592	0.346221
Ha412HOChr01	7655824	8493023	-0.012379	-0.002284	-0.001593	-0.054466
Ha412HOChr01	7990846	8557433	-0.069864	-0.012256	-0.008891	-0.093834
Ha412HOChr01	8493040	8771718	-0.222456	-0.035756	-0.020529	-0.202941
Ha412HOChr01	8558100	8862504	-0.386809	-0.075742	-0.039817	-0.317003
Ha412HOChr01	8797333	9022713	0.077844	0.019550	0.012670	0.069519
Ha412HOChr01	8896411	9023738	0.308760	0.098898	0.067646	0.277286
Ha412HOChr01	9022747	9390438	0.170558	0.034366	0.025022	0.094937
Ha412HOChr01	9023783	9396181	0.189205	0.030813	0.021057	0.036585
Ha412HOChr01	9390494	9407350	0.369371	0.110826	0.074233	0.226611
Ha412HOChr01	9396186	9837385	0.144928	0.035314	0.023698	0.071090
Ha412HOChr01	9485874	10482787	-0.084226	-0.015050	-0.009951	-0.160112
Ha412HOChr01	9837438	10614641	0.293308	0.035070	0.027493	0.129693
Ha412HOChr01	10482810	11122690	0.485267	0.055844	0.042195	0.379928
Ha412HOChr01	10614674	11596179	0.203891	0.038872	0.024531	0.148810
Ha412HOChr01	11122775	12605872	-0.093005	-0.018336	-0.011627	-0.083770
Ha412HOChr01	11596189	12849366	0.153082	0.030060	0.019451	0.091121
Ha412HOChr01	12605902	12985468	0.343243	0.094360	0.057430	0.184783
Ha412HOChr01	12895462	13519021	0.217141	0.041320	0.032560	0.144385
Ha412HOChr01	12985504	15947289	0.610526	0.075415	0.055050	0.532062
Ha412HOChr01	13530782	19865457	0.532504	0.063213	0.044421	0.457447
Ha412HOChr01	15947325	21523055	0.271569	0.029414	0.022107	0.219409
Ha412HOChr01	19974496	22173534	0.338958	0.048375	0.034784	0.258010
Ha412HOChr01	21703708	24012548	0.488678	0.098211	0.066778	0.411960
Ha412HOChr01	22173543	26848172	0.653170	0.097047	0.067289	0.582707
Ha412HOChr01	24013125	27339180	0.506127	0.066697	0.046456	0.369021
Ha412HOChr01	26848222	28932079	0.682312	0.145744	0.110928	0.412470
Ha412HOChr01	27339193	29350851	0.351654	0.073452	0.052914	0.291242
Ha412HOChr01	28932331	30997346	0.002660	0.000321	0.000240	0.031818
Ha412HOChr01	29350870	32256244	0.148425	0.016343	0.012349	0.122159
Ha412HOChr01	31068738	32412107	0.599835	0.130096	0.095677	0.493151
Ha412HOChr01	32256350	33177379	0.479424	0.087176	0.065242	0.304348
Ha412HOChr01	32412353	33480822	0.078336	0.008352	0.005991	0.014837
Ha412HOChr01	33177504	33878467	-0.231470	-0.027907	-0.020022	-0.198178
Ha412HOChr01	33481407	34486982	-0.263895	-0.033235	-0.024291	-0.284165
Ha412HOChr01	33878564	34961051	0.384535	0.054402	0.038392	0.294118
Ha412HOChr01	34487041	35122418	0.583904	0.066791	0.045989	0.534328
Ha412HOChr01	34961064	35326797	0.244645	0.028175	0.020005	0.159011
Ha412HOChr01	35122469	36017602	0.098956	0.017282	0.012175	0.003058
Ha412HOChr01	35327329	36366083	-0.017250	-0.002812	-0.002014	-0.072289
Ha412HOChr01	36017625	37489243	0.267963	0.053674	0.035694	0.212871
Ha412HOChr01	36366155	37915860	0.571582	0.110857	0.072129	0.491228
Ha412HOChr01	37489293	38254979	0.509598	0.076276	0.053790	0.399497
Ha412HOChr01	37915871	39020148	0.265775	0.029670	0.021510	0.155807
Ha412HOChr01	38255083	39309990	0.221321	0.026993	0.019807	0.142473
Ha412HOChr01	39020303	39381880	0.169959	0.023047	0.017482	0.138965
Ha412HOChr01	39310370	39573276	0.362970	0.067136	0.049104	0.367412
Ha412HOChr01	39382741	39872595	0.412940	0.066852	0.046674	0.373418
Ha412HOChr01	39573280	43087388	0.176414	0.016277	0.012035	0.126615
Ha412HOChr01	39904457	43992440	0.191430	0.018405	0.013775	0.137767
Ha412HOChr01	43087454	44901224	-0.149649	-0.016971	-0.012853	-0.107500
Ha412HOChr01	43992469	45112229	-0.155735	-0.020773	-0.015244	-0.148649
Ha412HOChr01	45045055	45558494	0.540931	0.132144	0.090270	0.496933
Ha412HOChr01	45112357	47388258	0.427367	0.082888	0.061368	0.375587
Ha412HOChr01	45558508	47664290	0.159483	0.020570	0.016109	0.092486
Ha412HOChr01	47428370	48510675	0.031191	0.004017	0.003248	-0.062937
Ha412HOChr01	47664519	49624194	0.322390	0.045765	0.035356	0.234450
Ha412HOChr01	48522322	50179589	0.431667	0.071785	0.053370	0.330337
Ha412HOChr01	49624201	50681398	0.373807	0.105322	0.072944	0.299517
Ha412HOChr01	50179616	51649114	0.086988	0.014148	0.010497	0.038549
Ha412HOChr01	50681432	51770733	-0.099548	-0.012470	-0.009854	-0.172507
Ha412HOChr01	51649131	51849757	0.120276	0.023080	0.017302	0.008287
Ha412HOChr01	51770747	52250994	0.172058	0.026576	0.019634	0.123919
Ha412HOChr01	51851220	52721790	0.211184	0.034747	0.025823	0.188312
Ha412HOChr01	52250997	52895399	0.378462	0.077430	0.056999	0.258427
Ha412HOChr01	52722207	53004619	0.491791	0.080477	0.060097	0.287129
Ha412HOChr01	52895414	53154219	0.534161	0.081946	0.062990	0.296875
Ha412HOChr01	53004626	53839802	0.392401	0.046698	0.036358	0.204204
Ha412HOChr01	53154255	53926864	-0.011285	-0.001317	-0.000907	-0.103976
Ha412HOChr01	53840692	54113657	-0.010454	-0.001763	-0.001114	-0.066176
Ha412HOChr01	53926970	54163023	0.129509	0.026024	0.017332	0.094737
Ha412HOChr01	54113708	54835664	0.183746	0.025836	0.018392	0.202247
Ha412HOChr01	54163397	55448972	0.069623	0.008478	0.006100	0.091837
Ha412HOChr01	54836345	55924650	0.300939	0.058399	0.041829	0.189474
Ha412HOChr01	55449015	56099003	0.232227	0.034582	0.027033	0.161644
Ha412HOChr01	55924654	56493414	0.020186	0.002655	0.002000	-0.016438
Ha412HOChr01	56099043	56542844	0.035866	0.006143	0.004045	0.008721
Ha412HOChr01	56493415	56706720	-0.317460	-0.043097	-0.027871	-0.236641
Ha412HOChr01	56559724	57476871	0.138383	0.019053	0.013711	0.093496
Ha412HOChr01	56717637	58410786	0.355649	0.040633	0.030967	0.211656
Ha412HOChr01	57476912	58615663	0.023329	0.002279	0.001638	-0.025937
Ha412HOChr01	58411110	58618091	-0.223101	-0.026890	-0.017183	-0.196721
Ha412HOChr01	58615713	59208675	-0.079225	-0.007796	-0.005352	-0.112403
Ha412HOChr01	58618100	59351683	0.106876	0.012198	0.008511	0.108014
Ha412HOChr01	59209079	59891680	0.210517	0.032735	0.023990	0.159322
Ha412HOChr01	59351749	60540613	0.483259	0.067870	0.054455	0.393382
Ha412HOChr01	60105210	60672391	0.294844	0.042115	0.033971	0.223496
Ha412HOChr01	60592020	61568778	0.332242	0.060586	0.046328	0.250554
Ha412HOChr01	60672395	61665345	0.373659	0.074193	0.053758	0.254042
Ha412HOChr01	61569793	61832577	0.082321	0.019251	0.014741	-0.014368
Ha412HOChr01	61665385	62154327	0.306439	0.121776	0.082815	0.150000
Ha412HOChr01	61832628	62166034	0.485849	0.169019	0.110753	0.295833
Ha412HOChr01	62154345	62971411	0.495225	0.071642	0.053655	0.245714
Ha412HOChr01	62166047	63641956	0.387605	0.065625	0.048892	0.257576
Ha412HOChr01	62971470	63751643	0.492011	0.130205	0.091712	0.386010
Ha412HOChr01	63642095	64029627	0.385762	0.074049	0.051724	0.292754
Ha412HOChr01	63751741	64155622	-0.084724	-0.015034	-0.010807	-0.085333
Ha412HOChr01	64029869	64468227	-0.033561	-0.006909	-0.004979	-0.029730
Ha412HOChr01	64155961	64820633	0.313076	0.078358	0.054251	0.242515
Ha412HOChr01	64468242	64921658	0.511141	0.175873	0.127791	0.412308
Ha412HOChr01	64820639	65311808	0.502267	0.110859	0.081727	0.445902
Ha412HOChr01	64921671	65599661	0.438376	0.074314	0.054243	0.396825
Ha412HOChr01	65312179	66109358	0.378763	0.070645	0.053727	0.305000
Ha412HOChr01	65735697	66243476	0.022388	0.003937	0.002989	0.012158
Ha412HOChr01	66109379	66479634	0.042000	0.007497	0.005444	-0.008929
Ha412HOChr01	66243568	67396426	0.282592	0.046439	0.033246	0.219753
Ha412HOChr01	66664228	67596982	0.131453	0.024033	0.016060	0.097387
Ha412HOChr01	67396438	67840090	-0.064331	-0.011729	-0.007632	-0.053790
Ha412HOChr01	67601434	68654576	0.039474	0.005208	0.003679	0.079487
Ha412HOChr01	67866164	68659707	0.458333	0.074655	0.053942	0.538136
Ha412HOChr01	68654588	69084847	0.566031	0.088893	0.064902	0.583691
Ha412HOChr01	68718645	69516017	0.473158	0.068024	0.050176	0.294737
Ha412HOChr01	69084859	69517482	0.260000	0.082262	0.057915	0.118156
Ha412HOChr01	69516087	69618889	-0.208186	-0.080316	-0.049367	-0.139286
Ha412HOChr01	69517485	69951177	0.124228	0.021548	0.014132	0.055777
Ha412HOChr01	69620935	70655793	0.309232	0.039937	0.028745	0.104027
Ha412HOChr01	70261274	71055083	0.249097	0.026084	0.020748	0.092697
Ha412HOChr01	70655805	71081972	0.285714	0.041894	0.031265	0.201149
Ha412HOChr01	71055321	71547186	0.449179	0.075767	0.052680	0.356436
Ha412HOChr01	71083074	72644193	0.604780	0.070074	0.052243	0.478548
Ha412HOChr01	71711641	72944935	0.632686	0.083005	0.064195	0.468665
Ha412HOChr01	72644378	73254395	0.471105	0.080443	0.060732	0.376847
Ha412HOChr01	72949023	73645147	0.047250	0.006748	0.004723	0.037534
Ha412HOChr01	73254410	74221895	-0.177847	-0.021403	-0.015366	-0.158576
Ha412HOChr01	73645334	74415036	-0.095483	-0.017656	-0.012396	-0.083799
Ha412HOChr01	74223018	74438135	0.214549	0.047483	0.033371	0.243590
Ha412HOChr01	74415037	74716817	0.659266	0.182448	0.132874	0.632153
Ha412HOChr01	74438201	74983958	0.562474	0.116678	0.082676	0.465241
Ha412HOChr01	74717119	75268728	0.578081	0.126683	0.093168	0.483709
Ha412HOChr01	74984441	75434987	0.534337	0.168598	0.121260	0.456311
Ha412HOChr01	75268753	75441332	0.103335	0.029778	0.017669	0.052469
Ha412HOChr01	75435075	75524717	-0.008876	-0.002452	-0.001393	-0.003704
Ha412HOChr01	75441341	75784341	-0.050266	-0.012539	-0.008893	-0.090909
Ha412HOChr01	75525772	76069181	0.138536	0.032235	0.023278	0.025478
Ha412HOChr01	75784348	77001548	0.532345	0.083818	0.057962	0.437037
Ha412HOChr01	76069424	77292912	0.460888	0.068480	0.047258	0.356125
Ha412HOChr01	77001792	77381029	0.429841	0.070823	0.049369	0.340491
Ha412HOChr01	77292972	77382532	0.442322	0.091856	0.060198	0.300699
Ha412HOChr01	77381032	77503424	0.354639	0.148120	0.086062	0.270186
Ha412HOChr01	77382577	77812370	0.264418	0.070050	0.043070	0.218563
Ha412HOChr01	77505091	78428083	0.429153	0.105019	0.072034	0.352814
Ha412HOChr01	77812550	78527378	0.265280	0.093739	0.059423	0.229122
Ha412HOChr01	78430248	78742664	0.433936	0.122305	0.074552	0.399491
Ha412HOChr01	78527382	79119283	0.571348	0.123516	0.084338	0.449198
Ha412HOChr01	78742865	79140340	0.278140	0.057102	0.039551	0.155556
Ha412HOChr01	79119435	79304754	0.102530	0.024610	0.016095	0.067669
Ha412HOChr01	79186146	79757833	-0.054511	-0.013665	-0.008635	-0.067669
Ha412HOChr01	79304956	79866643	0.096477	0.015794	0.010117	0.017284
Ha412HOChr01	79757836	80520420	0.353127	0.051661	0.034263	0.174684
Ha412HOChr01	79866644	80632555	0.460526	0.087234	0.062777	0.406250
Ha412HOChr01	80520450	80720009	0.404794	0.079541	0.059417	0.332553
Ha412HOChr01	80632566	81272063	0.529139	0.089921	0.067314	0.338542
Ha412HOChr01	80720033	81549152	0.643330	0.133245	0.098459	0.430657
Ha412HOChr01	81272078	81945563	0.753870	0.184960	0.135035	0.487640
Ha412HOChr01	81549153	82234742	0.738588	0.168421	0.126018	0.610706
Ha412HOChr01	81946379	82473799	0.656026	0.128150	0.093929	0.552632
Ha412HOChr01	82238232	82518981	0.514514	0.114987	0.079565	0.316302
Ha412HOChr01	82473810	82649856	0.262971	0.073949	0.047703	0.130312
Ha412HOChr01	82520980	83032330	-0.194846	-0.046771	-0.030131	-0.233645
Ha412HOChr01	82649868	83441001	-0.378199	-0.076588	-0.054105	-0.359551
Ha412HOChr01	83032334	83522145	0.303497	0.072489	0.052394	0.165761
Ha412HOChr01	83441173	84585702	0.642824	0.113502	0.084645	0.563107
Ha412HOChr01	83522153	85355238	0.521597	0.062459	0.046600	0.465455
Ha412HOChr01	84585785	85355567	0.370229	0.064589	0.044729	0.310924
Ha412HOChr01	85355240	86876592	0.528130	0.158957	0.117246	0.453642
Ha412HOChr01	85356362	87373370	0.398328	0.103992	0.077119	0.319797
Ha412HOChr01	86876671	87441445	0.173679	0.039392	0.028430	0.136872
Ha412HOChr01	87373373	87795153	0.599190	0.143267	0.100441	0.523161
Ha412HOChr01	87441447	87803441	0.706109	0.178967	0.118687	0.610942
Ha412HOChr01	87796867	87804414	0.624460	0.173107	0.112604	0.504132
Ha412HOChr01	87803445	87829133	0.719074	0.189325	0.136619	0.606061
Ha412HOChr01	87805193	88037996	0.412157	0.090137	0.064339	0.266667
Ha412HOChr01	87829141	88593843	0.350751	0.131274	0.086339	0.228669
Ha412HOChr01	88038057	88711381	0.477480	0.221242	0.145395	0.387363
Ha412HOChr01	88606643	89745438	0.607224	0.225078	0.157860	0.486607
Ha412HOChr01	88711396	89746034	0.534704	0.212998	0.144572	0.397143
Ha412HOChr01	89745441	89746480	-0.244085	-0.156926	-0.074186	-0.125654
Ha412HOChr01	89746039	90188105	-0.064248	-0.011007	-0.007712	-0.061404
Ha412HOChr01	89746486	90365007	0.274335	0.045653	0.033636	0.160000
Ha412HOChr01	90188362	90860874	0.269338	0.048837	0.037504	0.122112
Ha412HOChr01	90374247	91557582	0.686338	0.144020	0.115226	0.542234
Ha412HOChr01	90868150	91568837	0.736929	0.169953	0.133480	0.687204
Ha412HOChr01	91557591	91574823	0.649212	0.181073	0.132666	0.540616
Ha412HOChr01	91569722	91840848	0.563464	0.147745	0.100778	0.415789
Ha412HOChr01	91575074	92249465	0.383808	0.063441	0.047559	0.225806
Ha412HOChr01	91843459	92944401	0.231474	0.032358	0.024839	0.084399
Ha412HOChr01	92335964	92945732	-0.059482	-0.012724	-0.008209	-0.112462
Ha412HOChr01	92944435	92997992	0.137321	0.036121	0.020201	0.054393
Ha412HOChr01	92987548	93150949	0.554779	0.106029	0.070907	0.517241
Ha412HOChr01	92998010	93316797	0.406138	0.086980	0.059673	0.356725
Ha412HOChr01	93203393	93609602	0.455323	0.081685	0.058295	0.381074
Ha412HOChr01	93317394	93981532	0.527024	0.097310	0.070489	0.483254
Ha412HOChr01	93824793	94120818	0.422406	0.097606	0.069299	0.363184
Ha412HOChr01	93992309	94250013	0.334686	0.056473	0.044006	0.267218
Ha412HOChr01	94121200	94389729	0.316961	0.046653	0.037281	0.270186
Ha412HOChr01	94250067	94598107	0.652647	0.127591	0.095346	0.543103
Ha412HOChr01	94389740	94615925	0.658261	0.132518	0.096018	0.500000
Ha412HOChr01	94598119	94642843	0.141995	0.030068	0.020254	0.062500
Ha412HOChr01	94615951	94756704	0.263918	0.061259	0.042043	0.184573
Ha412HOChr01	94643266	94886121	0.196882	0.033015	0.022734	0.185984
Ha412HOChr01	94756712	95047081	-0.171875	-0.024378	-0.016254	-0.171429
Ha412HOChr01	94886167	95230347	0.083206	0.010782	0.007533	0.021538
Ha412HOChr01	95047744	95483523	0.408722	0.061810	0.044592	0.357542
Ha412HOChr01	95264779	95778937	0.222125	0.037861	0.026044	0.158501
Ha412HOChr01	95612844	95950218	0.197639	0.024115	0.017423	0.113565
Ha412HOChr01	95778975	96086967	0.588144	0.069121	0.053023	0.465574
Ha412HOChr01	95950234	96359920	0.509250	0.083655	0.059026	0.470790
Ha412HOChr01	96088733	96558314	0.253876	0.043454	0.027207	0.236025
Ha412HOChr01	96361510	97520428	0.207526	0.019207	0.012383	0.158879
Ha412HOChr01	96577910	98178757	0.252237	0.023183	0.015532	0.175487
Ha412HOChr01	97521937	98479723	0.329949	0.048881	0.032304	0.223958
Ha412HOChr01	98178775	98725968	0.108825	0.016181	0.010329	0.005917
Ha412HOChr01	98484045	98727437	-0.202842	-0.033782	-0.020057	-0.171598
Ha412HOChr01	98725979	98729155	-0.136596	-0.041695	-0.020913	-0.054441
Ha412HOChr01	98727609	98740096	0.013755	0.002612	0.001681	-0.034286
Ha412HOChr01	98729279	99033545	0.134647	0.015505	0.011588	0.025937
Ha412HOChr01	98741329	100019158	0.318672	0.044637	0.035016	0.266990
Ha412HOChr01	99033565	101775865	0.461084	0.080933	0.061094	0.461967
Ha412HOChr01	100019161	102490005	0.506872	0.071431	0.053842	0.476099
Ha412HOChr01	101776180	102584234	0.463696	0.074956	0.059074	0.417582
Ha412HOChr01	102490358	102836826	0.385679	0.106647	0.083173	0.335793
Ha412HOChr01	102584270	102864902	0.190245	0.043796	0.033343	0.129909
Ha412HOChr01	102839455	103733762	0.156756	0.019302	0.015165	0.117166
Ha412HOChr01	102864925	104148941	0.104126	0.007806	0.006215	0.096386
Ha412HOChr01	103733785	104885055	0.159143	0.015602	0.011903	0.127371
Ha412HOChr01	104152382	106075068	0.555647	0.065084	0.047450	0.474576
Ha412HOChr01	104885331	106541030	0.703859	0.072217	0.055693	0.636364
Ha412HOChr01	106075073	107321487	0.627746	0.073855	0.058348	0.614118
Ha412HOChr01	106541819	107663977	0.606852	0.082122	0.061304	0.545631
Ha412HOChr01	107321671	107679124	0.459938	0.073913	0.053206	0.347709
Ha412HOChr01	107664157	108420171	0.406402	0.055820	0.038775	0.315942
Ha412HOChr01	107679327	108423567	0.436122	0.070085	0.041223	0.331230
Ha412HOChr01	108420320	109798027	0.037313	0.004102	0.002547	0.050781
Ha412HOChr01	108423569	109911836	-0.251571	-0.023675	-0.016505	-0.191083
Ha412HOChr01	109798208	110684359	0.063554	0.008739	0.006461	0.082262
Ha412HOChr01	109915865	111543455	0.246380	0.033055	0.024145	0.210402
Ha412HOChr01	110684716	112712458	0.211492	0.024952	0.017934	0.153285
Ha412HOChr01	111662528	113348821	-0.035975	-0.003540	-0.002610	-0.036827
Ha412HOChr01	112712464	113417871	-0.200177	-0.021602	-0.016025	-0.222857
Ha412HOChr01	113348842	113718063	0.029881	0.004342	0.003189	0.005510
Ha412HOChr01	113417935	113982849	0.111020	0.013792	0.009879	0.078488
Ha412HOChr01	113718250	114507325	0.093319	0.010930	0.008277	0.060317
Ha412HOChr01	113982891	115052666	0.054553	0.006178	0.004864	0.072165
Ha412HOChr01	114507491	115052954	-0.033076	-0.004568	-0.003544	0.005405
Ha412HOChr01	115052667	115053598	-0.073161	-0.067412	-0.045125	-0.040146
Ha412HOChr01	115052962	115054045	-0.077145	-0.057412	-0.042812	-0.039007
Ha412HOChr01	115053605	115054703	-0.081448	-0.064177	-0.042150	-0.032143
Ha412HOChr01	115054056	115055501	-0.115925	-0.097059	-0.059388	-0.055944
Ha412HOChr01	115054707	115055972	0.022172	0.014419	0.010845	-0.009259
Ha412HOChr01	115055502	115056188	0.118150	0.083295	0.068121	0.032738
Ha412HOChr01	115055975	115056734	0.208192	0.191889	0.143279	0.086687
Ha412HOChr01	115056195	115389997	-0.013875	-0.003442	-0.002551	0.008902
Ha412HOChr01	115056735	115693394	0.196345	0.028937	0.019357	0.127778
Ha412HOChr01	115390056	115778127	0.363341	0.061244	0.041355	0.342466
Ha412HOChr01	115693788	116498638	0.301798	0.050000	0.038263	0.289157
Ha412HOChr01	115778163	116698830	0.244422	0.034025	0.025245	0.196141
Ha412HOChr01	116498782	117136633	-0.197781	-0.035286	-0.024529	-0.182519
Ha412HOChr01	116730449	117165532	-0.362605	-0.065900	-0.043198	-0.331536
Ha412HOChr01	117137443	117434495	-0.035506	-0.005389	-0.003340	-0.076923
Ha412HOChr01	117165740	117489082	0.154674	0.029691	0.020355	0.130653
Ha412HOChr01	117469893	117505396	0.251576	0.053417	0.040920	0.224932
Ha412HOChr01	117489217	118311488	0.335457	0.047314	0.035945	0.292254
Ha412HOChr01	117509361	118627318	-0.092911	-0.009719	-0.007566	-0.186398
Ha412HOChr01	118311939	119015094	-0.259231	-0.026465	-0.020944	-0.341232
Ha412HOChr01	118627488	119556160	-0.065543	-0.005700	-0.004616	-0.133929
Ha412HOChr01	119047005	119557746	0.066867	0.006413	0.005305	0.010274
Ha412HOChr01	119556166	119589437	-0.186296	-0.032447	-0.023870	-0.141732
Ha412HOChr01	119557793	120108197	-0.150771	-0.024082	-0.017874	-0.128358
Ha412HOChr01	119589442	120717857	-0.062284	-0.007719	-0.006109	-0.060000
Ha412HOChr01	120252611	120775621	0.070423	0.010048	0.008185	0.051020
Ha412HOChr01	120717878	121350059	0.122142	0.018160	0.014081	0.109244
Ha412HOChr01	120775701	121400596	-0.040807	-0.006247	-0.004694	-0.053221
Ha412HOChr01	121350727	121526444	0.070754	0.016502	0.012143	0.022222
Ha412HOChr01	121400627	121703648	0.256137	0.040867	0.029696	0.109312
Ha412HOChr01	121526456	121803963	0.184363	0.025521	0.016788	0.016260
Ha412HOChr01	121771037	121874260	0.197843	0.053645	0.033272	0.063830
Ha412HOChr01	121803984	122006716	0.120434	0.038996	0.025175	0.026936
Ha412HOChr01	121874346	122980295	-0.044252	-0.007506	-0.005305	-0.058824
Ha412HOChr01	122006904	122986681	0.228188	0.039790	0.030006	0.143443
Ha412HOChr01	122980538	123284659	0.415459	0.069817	0.046800	0.334764
Ha412HOChr01	122986688	123302235	0.333893	0.065044	0.042267	0.264840
Ha412HOChr01	123284691	123306737	0.144375	0.051408	0.036423	0.031088
Ha412HOChr01	123302247	123310014	0.145759	0.050947	0.036806	0.048077
Ha412HOChr01	123306776	123312728	0.088941	0.050198	0.035218	0.038596
Ha412HOChr01	123310018	123319238	0.022112	0.026490	0.013966	-0.005848
Ha412HOChr01	123312762	123820272	-0.260630	-0.046789	-0.032042	-0.177570
Ha412HOChr01	123319241	123861414	-0.158160	-0.022687	-0.016083	-0.145594
Ha412HOChr01	123820318	123866674	0.275891	0.060957	0.045022	0.176991
Ha412HOChr01	123863221	123979157	-0.025705	-0.006215	-0.004305	-0.030534
Ha412HOChr01	123866687	124183748	-0.025492	-0.005690	-0.003862	0.035971
Ha412HOChr01	123999397	124199627	0.112606	0.029094	0.020899	-0.003717
Ha412HOChr01	124184346	124842394	0.295894	0.076324	0.054354	0.078014
Ha412HOChr01	124199633	125636297	0.494177	0.111500	0.074232	0.408451
Ha412HOChr01	124843273	125682542	0.267703	0.047810	0.032733	0.248175
Ha412HOChr01	125636347	125807542	0.413578	0.065563	0.048532	0.332061
Ha412HOChr01	125682735	126044650	0.421831	0.083968	0.064072	0.292517
Ha412HOChr01	125807564	126117920	0.338105	0.066884	0.049669	0.219512
Ha412HOChr01	126044743	126639753	0.435412	0.085859	0.058463	0.291793
Ha412HOChr01	126118740	126947033	0.282255	0.060056	0.038986	0.160804
Ha412HOChr01	126640081	127181540	0.381500	0.067960	0.048185	0.266304
Ha412HOChr01	126951193	127290555	0.549760	0.086020	0.066548	0.399306
Ha412HOChr01	127182899	127631543	0.540349	0.103573	0.074146	0.352941
Ha412HOChr01	127291769	128079798	0.714628	0.175008	0.132386	0.578406
Ha412HOChr01	127631819	128216611	0.774723	0.213831	0.174525	0.680723
Ha412HOChr01	128079845	128587850	0.611449	0.151601	0.116898	0.442953
Ha412HOChr01	128216615	128762194	0.389436	0.074475	0.057563	0.250923
Ha412HOChr01	128587861	129350011	0.384237	0.066762	0.050633	0.345161
Ha412HOChr01	128771936	129696971	0.399807	0.060708	0.045947	0.399417
Ha412HOChr01	129457536	130037274	0.381616	0.070801	0.053029	0.276762
Ha412HOChr01	129696972	130201826	0.475424	0.085356	0.064922	0.332506
Ha412HOChr01	130040651	130317134	0.327194	0.048374	0.037272	0.213483
Ha412HOChr01	130201883	130415232	0.359198	0.064353	0.047588	0.211656
Ha412HOChr01	130318756	130423050	0.532865	0.100586	0.074082	0.390438
Ha412HOChr01	130415296	130782366	0.418501	0.088901	0.059367	0.280000
Ha412HOChr01	130423056	130956394	0.434505	0.099890	0.067565	0.382436
Ha412HOChr01	130830540	131093121	0.299504	0.079029	0.057245	0.298246
Ha412HOChr01	130956959	131281971	0.187993	0.035927	0.027416	0.172414
Ha412HOChr01	131093148	131436235	0.299813	0.044907	0.035377	0.189394
Ha412HOChr01	131282059	131605891	0.540337	0.111423	0.077708	0.389610
Ha412HOChr01	131436517	131936638	0.474835	0.092617	0.062731	0.342776
Ha412HOChr01	131605894	131938132	-0.042523	-0.008352	-0.005812	-0.127660
Ha412HOChr01	131936944	132311288	0.023948	0.004267	0.003014	-0.085938
Ha412HOChr01	131938344	132632144	0.399343	0.067681	0.048826	0.255882
Ha412HOChr01	132436045	132684589	0.506667	0.094687	0.069824	0.432507
Ha412HOChr01	132632175	132912031	0.501773	0.085297	0.066866	0.481250
Ha412HOChr01	132685324	133356282	0.214976	0.039865	0.031253	0.164179
Ha412HOChr01	132912059	133561081	0.415409	0.096294	0.064970	0.285714
Ha412HOChr01	133356308	133626907	0.703508	0.142455	0.097756	0.567797
