chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Ha412HOChr01	12033867	12984714	0.358014	0.060061	0.044064	0.227818
Ha412HOChr01	12645034	12985969	0.202809	0.057603	0.038797	0.105556
Ha412HOChr01	12984724	13926075	0.313718	0.046152	0.033076	0.252049
Ha412HOChr01	13445399	15486396	0.559946	0.095353	0.068374	0.551773
Ha412HOChr01	13927159	21250456	0.498060	0.078710	0.056526	0.487267
Ha412HOChr01	15947248	21744229	0.357171	0.036012	0.026662	0.271654
Ha412HOChr01	21251665	22710567	0.635418	0.090145	0.065219	0.491961
Ha412HOChr01	21744402	23335841	0.656419	0.146971	0.102155	0.561151
Ha412HOChr01	22710737	24111273	0.590028	0.166520	0.103204	0.501211
Ha412HOChr01	23338567	26852627	0.733333	0.133424	0.086375	0.618605
Ha412HOChr01	24113341	27339193	0.776718	0.123596	0.089945	0.525907
Ha412HOChr01	26852753	28932211	0.776850	0.209257	0.168116	0.449871
Ha412HOChr01	27339196	28935551	0.547101	0.193714	0.140889	0.471132
Ha412HOChr01	28932252	29652457	0.507719	0.147356	0.093888	0.502415
Ha412HOChr01	28935652	30643108	0.674814	0.151287	0.104013	0.655527
Ha412HOChr01	29652460	32257070	0.188534	0.031303	0.023225	0.158879
Ha412HOChr01	30643145	33029690	-0.185298	-0.021380	-0.015848	-0.202046
Ha412HOChr01	32404448	33474606	0.093897	0.009316	0.007029	0.051136
Ha412HOChr01	33029994	33871670	0.016535	0.001974	0.001459	-0.023041
Ha412HOChr01	33474880	33940534	-0.099048	-0.011648	-0.008265	-0.150121
Ha412HOChr01	33871753	34635144	0.362116	0.032458	0.023472	0.255754
Ha412HOChr01	33940553	35120509	0.285082	0.023722	0.017703	0.197832
Ha412HOChr01	34635190	35277075	0.005667	0.000608	0.000439	-0.057348
Ha412HOChr01	35121735	35951693	0.192743	0.025093	0.018265	0.073171
Ha412HOChr01	35277960	36241833	-0.094165	-0.011967	-0.008683	-0.189274
Ha412HOChr01	35951760	36598351	-0.057037	-0.008674	-0.005873	-0.083893
Ha412HOChr01	36241835	37489415	0.327146	0.061187	0.042200	0.241117
Ha412HOChr01	36598518	37916108	0.485437	0.080081	0.057833	0.379310
Ha412HOChr01	37489867	38255083	0.580692	0.080909	0.059452	0.474771
Ha412HOChr01	37916252	39013205	0.250928	0.035515	0.025397	0.183879
Ha412HOChr01	38255363	39309059	0.242933	0.030885	0.022676	0.160665
Ha412HOChr01	39020347	39335086	0.649932	0.076573	0.059638	0.550633
Ha412HOChr01	39309183	39573062	0.606399	0.071025	0.056421	0.502110
Ha412HOChr01	39335128	39904457	0.060267	0.005894	0.004160	0.000000
Ha412HOChr01	39670889	43087493	0.291611	0.026601	0.019714	0.195122
Ha412HOChr01	39906333	43994276	0.360709	0.033838	0.026759	0.267416
Ha412HOChr01	43491685	44901274	-0.118774	-0.014490	-0.011222	-0.136476
Ha412HOChr01	43999595	45163187	-0.248271	-0.032744	-0.024732	-0.277311
Ha412HOChr01	45045088	47268847	0.208900	0.032123	0.023626	0.177011
Ha412HOChr01	45163213	47662870	0.466276	0.084769	0.064179	0.407407
Ha412HOChr01	47268873	47742970	0.211618	0.027282	0.022833	0.105802
Ha412HOChr01	47662968	48940569	0.071010	0.009108	0.007623	0.017995
Ha412HOChr01	47743035	49912536	0.186312	0.026342	0.019765	0.150110
Ha412HOChr01	49180246	50600590	0.345034	0.058557	0.040787	0.257757
Ha412HOChr01	49912640	51635251	0.405612	0.051475	0.038856	0.337047
Ha412HOChr01	50600591	51670006	0.101996	0.010622	0.008381	0.003300
Ha412HOChr01	51635253	51776317	0.231965	0.040418	0.031809	0.111111
Ha412HOChr01	51670065	51871174	0.481279	0.091737	0.070791	0.404598
Ha412HOChr01	51776326	52251436	0.439474	0.090828	0.068490	0.395543
Ha412HOChr01	51871222	52721680	0.184535	0.043704	0.030695	0.118919
Ha412HOChr01	52684788	52895414	0.326114	0.061158	0.046006	0.183168
Ha412HOChr01	52721717	53076506	0.214629	0.035872	0.027452	0.108571
Ha412HOChr01	52895779	53167480	0.115465	0.024382	0.018998	0.026549
Ha412HOChr01	53077357	53850684	0.101655	0.013533	0.010725	0.041916
Ha412HOChr01	53189076	53944232	-0.000000	-0.000000	-0.000000	-0.086466
Ha412HOChr01	53851513	54145194	0.069404	0.010977	0.007043	0.012397
Ha412HOChr01	53944470	54495440	0.095716	0.013189	0.009470	0.069364
Ha412HOChr01	54146157	54937504	0.045243	0.006065	0.004484	0.020979
Ha412HOChr01	54495441	55746789	-0.108008	-0.017329	-0.012444	-0.059126
Ha412HOChr01	54939466	56039984	0.264630	0.042547	0.029213	0.156069
Ha412HOChr01	55748630	56356580	0.158619	0.019445	0.015110	0.064767
Ha412HOChr01	56040469	56502481	0.040887	0.004652	0.003509	-0.040984
Ha412HOChr01	56356847	56564146	-0.097763	-0.014158	-0.009668	-0.128834
Ha412HOChr01	56502511	57015238	0.003962	0.000657	0.000462	-0.017751
Ha412HOChr01	56564276	58222337	0.394742	0.051202	0.039152	0.241176
Ha412HOChr01	57015334	58614551	0.148726	0.018020	0.013370	0.069444
Ha412HOChr01	58222338	58616632	0.227538	0.040761	0.027287	0.134146
Ha412HOChr01	58614563	58669198	0.352046	0.056120	0.036726	0.178832
Ha412HOChr01	58616797	59349148	0.239265	0.021167	0.014646	0.127273
Ha412HOChr01	58696029	59890689	0.353351	0.033816	0.024721	0.256809
Ha412HOChr01	59351514	60473778	0.192653	0.028926	0.023107	0.139535
Ha412HOChr01	59890710	60594862	0.081690	0.013704	0.010866	0.065868
Ha412HOChr01	60474070	60759951	0.233764	0.034438	0.028597	0.160772
Ha412HOChr01	60594912	61574115	0.468293	0.059103	0.046408	0.344538
Ha412HOChr01	61065837	61672783	0.514268	0.075583	0.058750	0.361257
Ha412HOChr01	61619046	61834333	0.464625	0.109671	0.087898	0.215686
Ha412HOChr01	61672851	62154765	0.516471	0.182353	0.122706	0.326531
Ha412HOChr01	61834561	62967811	0.054970	0.005593	0.004388	0.000000
Ha412HOChr01	62154818	63640781	-0.131366	-0.013294	-0.010252	-0.121711
Ha412HOChr01	62971272	63751643	0.467647	0.154085	0.098360	0.434911
Ha412HOChr01	63640808	63800617	0.622355	0.152016	0.100446	0.579505
Ha412HOChr01	63751651	64029869	0.178855	0.034600	0.022488	0.081731
Ha412HOChr01	63800701	64156023	0.107623	0.018421	0.012390	0.056911
Ha412HOChr01	64029977	64468862	0.097772	0.015824	0.011349	0.087452
Ha412HOChr01	64214149	64921521	0.107782	0.023595	0.016984	0.084375
Ha412HOChr01	64468986	65150296	0.431639	0.113237	0.085308	0.297222
Ha412HOChr01	64921522	65312815	0.574526	0.102938	0.081094	0.404255
Ha412HOChr01	65150429	65593776	0.418809	0.064587	0.049883	0.360902
Ha412HOChr01	65313447	65788159	0.456941	0.075494	0.059747	0.364217
Ha412HOChr01	65593789	66219268	0.373790	0.061143	0.048044	0.281690
Ha412HOChr01	65789407	66313800	0.083286	0.011267	0.008807	0.040816
Ha412HOChr01	66220034	66967097	0.016860	0.002077	0.001594	0.005747
Ha412HOChr01	66314330	67406049	0.289276	0.046212	0.034601	0.215686
Ha412HOChr01	66967179	67450719	0.498181	0.122404	0.079276	0.341598
Ha412HOChr01	67406104	67710707	0.484287	0.121581	0.072387	0.340984
Ha412HOChr01	67451034	67956763	0.534083	0.059511	0.042602	0.376712
Ha412HOChr01	67710899	68656486	-0.158898	-0.016790	-0.012774	-0.057803
Ha412HOChr01	67956809	68730134	-0.614344	-0.102708	-0.075336	-0.523810
Ha412HOChr01	68656647	69514935	-0.493827	-0.066236	-0.048639	-0.383033
Ha412HOChr01	68882581	69516847	0.341590	0.050365	0.039528	0.193651
Ha412HOChr01	69514955	69517774	0.146667	0.083360	0.060815	0.058104
Ha412HOChr01	69516890	69760859	0.014151	0.003681	0.002481	0.012384
Ha412HOChr01	69581345	70265731	0.230806	0.037946	0.026769	0.148368
Ha412HOChr01	69761392	70655844	0.174254	0.033560	0.024853	0.028424
Ha412HOChr01	70265888	71056887	0.163212	0.026841	0.021116	0.062212
Ha412HOChr01	70655865	71095482	0.167152	0.024039	0.017836	0.142458
Ha412HOChr01	71056888	71496290	0.342260	0.059889	0.042784	0.307937
Ha412HOChr01	71095643	72644378	0.587485	0.079422	0.061536	0.490251
Ha412HOChr01	71547186	72853866	0.594208	0.077225	0.062324	0.460674
Ha412HOChr01	72644537	73228611	0.320203	0.061142	0.045615	0.276316
Ha412HOChr01	72853930	73554817	0.294792	0.042305	0.029611	0.232184
Ha412HOChr01	73228628	74212429	0.325188	0.039103	0.028767	0.260606
Ha412HOChr01	73639871	74351211	-0.063362	-0.010101	-0.007651	-0.060000
Ha412HOChr01	74212451	74437691	0.000281	0.000052	0.000037	-0.021563
Ha412HOChr01	74351215	74442517	0.329784	0.071596	0.050405	0.315508
Ha412HOChr01	74437693	74983395	0.536718	0.069240	0.052745	0.470032
Ha412HOChr01	74442955	75270181	0.549337	0.079880	0.062901	0.446301
Ha412HOChr01	74983403	75438681	0.487578	0.104697	0.073028	0.351621
Ha412HOChr01	75270207	75441380	0.341500	0.066532	0.038108	0.232877
Ha412HOChr01	75438768	75525988	0.321508	0.074974	0.048789	0.278689
Ha412HOChr01	75441527	75947693	-0.010123	-0.002208	-0.001542	-0.050955
Ha412HOChr01	75526015	76416076	0.421570	0.106940	0.074821	0.287066
Ha412HOChr01	75947779	77001540	0.579581	0.106788	0.075004	0.477124
Ha412HOChr01	76416154	77167569	0.644855	0.098122	0.072400	0.551351
Ha412HOChr01	77001548	77364272	0.747186	0.127060	0.100524	0.669516
Ha412HOChr01	77167581	77382253	0.403957	0.087730	0.057460	0.247813
Ha412HOChr01	77380782	77515701	0.325727	0.078979	0.045412	0.213333
Ha412HOChr01	77382257	78024900	0.534209	0.096142	0.066533	0.449315
Ha412HOChr01	77516673	78430952	0.620370	0.130423	0.094724	0.533632
Ha412HOChr01	78024930	78563686	0.400128	0.095318	0.065654	0.357918
Ha412HOChr01	78431340	78772817	0.443681	0.088647	0.060030	0.378313
Ha412HOChr01	78563745	79130491	0.456595	0.084886	0.059904	0.302198
Ha412HOChr01	78772823	79236014	0.104979	0.019682	0.013895	0.054830
Ha412HOChr01	79130825	79744020	0.178634	0.032813	0.022378	0.120482
Ha412HOChr01	79236029	79779588	0.156274	0.027649	0.018932	0.081690
Ha412HOChr01	79747781	80402255	0.289630	0.043025	0.029725	0.179558
Ha412HOChr01	79781866	80530758	0.436982	0.068688	0.047446	0.365617
Ha412HOChr01	80407827	80723779	0.347368	0.045637	0.033111	0.302452
Ha412HOChr01	80535046	81274098	0.509583	0.051654	0.040204	0.413580
Ha412HOChr01	80845940	81595058	0.691790	0.102785	0.081010	0.583815
Ha412HOChr01	81289004	81951968	0.733796	0.190201	0.136080	0.552058
Ha412HOChr01	81595112	82242048	0.708571	0.194956	0.147843	0.581655
Ha412HOChr01	81951982	82473832	0.564659	0.115344	0.085754	0.432718
Ha412HOChr01	82261756	82641989	0.436023	0.080950	0.054891	0.272487
Ha412HOChr01	82513526	83032265	0.135889	0.027521	0.019068	0.007026
Ha412HOChr01	82645128	83386216	-0.224648	-0.053337	-0.037410	-0.270492
Ha412HOChr01	83032316	83520036	0.315459	0.078132	0.055103	0.178273
Ha412HOChr01	83387163	84026705	0.714157	0.159624	0.111121	0.580175
Ha412HOChr01	83520073	85103566	0.862376	0.177538	0.126755	0.804054
Ha412HOChr01	84490046	85123687	0.676894	0.135081	0.103209	0.617450
Ha412HOChr01	85103704	85355567	0.296415	0.070828	0.051155	0.205993
Ha412HOChr01	85123986	86875005	0.540966	0.130049	0.098045	0.386167
Ha412HOChr01	85356324	87334545	0.406574	0.094581	0.074350	0.298329
Ha412HOChr01	86875224	87422799	-0.018327	-0.004742	-0.003324	-0.036939
Ha412HOChr01	87334551	87764520	0.332259	0.091889	0.058491	0.234160
Ha412HOChr01	87422805	87802193	0.645522	0.164209	0.109381	0.568421
Ha412HOChr01	87764636	87803537	0.372072	0.090936	0.064686	0.302548
Ha412HOChr01	87802229	87816951	0.221374	0.048117	0.036187	0.181818
Ha412HOChr01	87803539	87829160	0.755486	0.184075	0.145487	0.606635
Ha412HOChr01	87817179	88037981	0.484401	0.136395	0.100878	0.296000
Ha412HOChr01	87830995	88696352	0.455535	0.113666	0.077194	0.335423
Ha412HOChr01	88037996	88813194	0.568123	0.166088	0.117676	0.492925
Ha412HOChr01	88696381	90024777	0.552767	0.139007	0.096813	0.456422
Ha412HOChr01	88813219	90230165	0.441821	0.080985	0.058868	0.326478
Ha412HOChr01	90025092	90825976	0.336085	0.054808	0.041598	0.220065
Ha412HOChr01	90249411	90974543	0.243222	0.044035	0.033261	0.181452
Ha412HOChr01	90826016	91561592	0.593975	0.113586	0.090953	0.498592
Ha412HOChr01	90974649	91571881	0.735596	0.147998	0.113344	0.675127
Ha412HOChr01	91561966	91776552	0.679350	0.138636	0.099341	0.569231
Ha412HOChr01	91572615	92153345	0.583158	0.088284	0.067068	0.460621
Ha412HOChr01	91776560	92944021	0.478836	0.069889	0.055556	0.387324
Ha412HOChr01	92153369	92945504	0.397795	0.080521	0.058168	0.220297
Ha412HOChr01	92944031	92987934	-0.036479	-0.029287	-0.009688	-0.079114
Ha412HOChr01	92945512	93200682	0.157588	0.039201	0.024288	0.121581
Ha412HOChr01	92988023	93316678	0.456091	0.078890	0.056606	0.394595
Ha412HOChr01	93203440	93824793	0.621141	0.096913	0.072723	0.526185
Ha412HOChr01	93316683	93994784	0.556095	0.085681	0.064471	0.533937
Ha412HOChr01	93825032	94154812	0.449742	0.083741	0.064941	0.427848
Ha412HOChr01	93999714	94220606	0.411115	0.070118	0.058400	0.376093
Ha412HOChr01	94154855	94281440	0.258049	0.037310	0.030574	0.277259
Ha412HOChr01	94220609	94594485	0.193913	0.027098	0.021609	0.169697
Ha412HOChr01	94283159	94615725	0.343422	0.048030	0.037779	0.244898
Ha412HOChr01	94594535	94736221	0.168983	0.034699	0.025350	0.109626
Ha412HOChr01	94615777	94760478	0.208606	0.044493	0.030854	0.171875
Ha412HOChr01	94736253	94956920	0.192385	0.023045	0.015942	0.187675
Ha412HOChr01	94762242	95047744	-0.024043	-0.002804	-0.002039	-0.005714
Ha412HOChr01	94956924	95230339	0.320803	0.044632	0.034129	0.261111
Ha412HOChr01	95047816	95319111	0.696420	0.105590	0.080825	0.561404
Ha412HOChr01	95230344	95652725	0.586846	0.089234	0.067163	0.438806
Ha412HOChr01	95319179	95949961	0.294862	0.031326	0.023030	0.224138
Ha412HOChr01	95652985	95960587	0.375942	0.041147	0.031499	0.309904
Ha412HOChr01	95950006	96344329	0.356164	0.047607	0.036807	0.262136
Ha412HOChr01	95960624	96484249	0.174766	0.021616	0.014993	0.126761
Ha412HOChr01	96354761	97425361	0.185743	0.021860	0.014444	0.151671
Ha412HOChr01	96556014	98147494	0.206566	0.025283	0.017322	0.158371
Ha412HOChr01	97426671	98357072	0.136287	0.018774	0.013073	0.077670
Ha412HOChr01	98173094	98654562	0.062918	0.010236	0.006692	-0.015625
Ha412HOChr01	98357163	98726237	0.289470	0.067246	0.040991	0.160950
Ha412HOChr01	98654603	98728484	0.247931	0.069662	0.036418	0.168196
Ha412HOChr01	98726318	98731545	0.101470	0.022076	0.013056	0.060811
Ha412HOChr01	98728490	98911732	0.611237	0.181133	0.123960	0.493261
Ha412HOChr01	98731548	99032294	0.745092	0.192543	0.140730	0.622081
Ha412HOChr01	98912231	99043033	0.588571	0.134657	0.103272	0.448052
Ha412HOChr01	99032353	100018729	0.703343	0.251833	0.186615	0.623932
Ha412HOChr01	99043045	101200470	0.820453	0.240162	0.181389	0.789809
Ha412HOChr01	100018827	101949193	0.400962	0.081746	0.060746	0.367003
Ha412HOChr01	101200906	102491428	0.178716	0.024115	0.018274	0.157143
Ha412HOChr01	101949252	102654691	0.638232	0.090538	0.072479	0.598007
Ha412HOChr01	102491455	102859497	0.397260	0.083124	0.066734	0.355872
Ha412HOChr01	102656997	103037772	0.718252	0.254261	0.194901	0.658019
Ha412HOChr01	102860310	103118390	0.974339	0.548964	0.396448	0.950549
Ha412HOChr01	103056589	104002469	0.878249	0.310098	0.218340	0.860169
Ha412HOChr01	103657380	104715719	0.433524	0.054207	0.041147	0.336658
Ha412HOChr01	104002481	105001292	0.477784	0.055741	0.043055	0.407708
Ha412HOChr01	104715765	106073114	0.663551	0.090500	0.068116	0.632576
Ha412HOChr01	105261314	107109825	0.667196	0.067573	0.054110	0.650924
Ha412HOChr01	106073132	107322534	0.712965	0.080163	0.065047	0.714808
Ha412HOChr01	107311467	107664092	0.569948	0.088121	0.065265	0.518519
Ha412HOChr01	107322538	107678661	0.384770	0.060568	0.044941	0.317003
Ha412HOChr01	107664157	108420835	0.513489	0.053481	0.039893	0.427793
Ha412HOChr01	107679085	108422740	0.386192	0.045773	0.030702	0.291262
Ha412HOChr01	108420919	108579636	0.425808	0.112850	0.060669	0.326446
Ha412HOChr01	108422765	109804295	0.219740	0.025233	0.017725	0.199357
Ha412HOChr01	109011711	109946583	-0.050944	-0.005489	-0.003942	-0.048991
Ha412HOChr01	109804726	111533304	0.289801	0.036782	0.026676	0.270983
Ha412HOChr01	110073570	112595227	0.341107	0.039255	0.028618	0.273543
Ha412HOChr01	111533698	112994210	0.196021	0.017203	0.012521	0.124294
Ha412HOChr01	112595248	113409027	-0.079686	-0.008949	-0.006626	-0.107843
Ha412HOChr01	112996172	113650109	0.039422	0.006350	0.004840	0.013453
Ha412HOChr01	113413217	113790413	0.444272	0.067051	0.051342	0.397993
Ha412HOChr01	113650415	113977980	0.075727	0.010750	0.008096	0.027586
Ha412HOChr01	113790570	114349033	0.259895	0.035161	0.027074	0.169154
Ha412HOChr01	113978078	114771843	0.252249	0.033531	0.026152	0.191388
Ha412HOChr01	114349071	115052885	-0.029979	-0.003375	-0.002657	-0.013550
Ha412HOChr01	114771874	115053146	-0.145482	-0.019620	-0.015182	-0.052288
Ha412HOChr01	115052906	115053736	-0.020767	-0.017241	-0.012480	-0.020325
Ha412HOChr01	115053170	115054448	-0.034054	-0.022375	-0.016373	0.003717
Ha412HOChr01	115053760	115054862	-0.061764	-0.051092	-0.032074	-0.018987
Ha412HOChr01	115054457	115055729	-0.062260	-0.047811	-0.029457	-0.043165
Ha412HOChr01	115054868	115056125	0.041681	0.023110	0.018026	0.003185
Ha412HOChr01	115055735	115056695	0.236388	0.132440	0.111739	0.083558
Ha412HOChr01	115056128	115103949	-0.123006	-0.066288	-0.048255	-0.050847
Ha412HOChr01	115056730	115687204	-0.255206	-0.035781	-0.026109	-0.180645
Ha412HOChr01	115103960	115694538	0.263413	0.035371	0.025002	0.221184
Ha412HOChr01	115687861	116172455	0.302216	0.055421	0.039040	0.302469
Ha412HOChr01	115694539	116557374	0.052772	0.008697	0.006702	0.070588
Ha412HOChr01	116244488	116733751	0.116924	0.017487	0.013231	0.102151
Ha412HOChr01	116557518	117164504	0.015766	0.002109	0.001469	0.020202
Ha412HOChr01	116756466	117469893	-0.059123	-0.008007	-0.005316	-0.082380
Ha412HOChr01	117164960	117489082	0.101019	0.016277	0.011303	0.054762
Ha412HOChr01	117471683	117501829	0.263716	0.052609	0.040511	0.252747
Ha412HOChr01	117489217	118267015	0.155509	0.021864	0.016920	0.158451
Ha412HOChr01	117503787	118515945	0.009607	0.000995	0.000785	-0.098093
Ha412HOChr01	118310299	118703747	-0.143306	-0.016992	-0.012998	-0.228774
Ha412HOChr01	118515970	119535514	-0.137489	-0.013106	-0.010355	-0.183511
Ha412HOChr01	118813270	119557107	0.027349	0.002483	0.002069	-0.033537
Ha412HOChr01	119536468	119585667	-0.177845	-0.029853	-0.021869	-0.120623
Ha412HOChr01	119557221	120106921	-0.188249	-0.024942	-0.018531	-0.143911
Ha412HOChr01	119586154	120717818	-0.145517	-0.016197	-0.012828	-0.117048
Ha412HOChr01	120107023	120772379	-0.022366	-0.002918	-0.002357	-0.007299
Ha412HOChr01	120717830	121294912	0.544059	0.084193	0.066367	0.451613
Ha412HOChr01	120775601	121383634	0.394095	0.052746	0.040451	0.323684
Ha412HOChr01	121294915	121526111	-0.091737	-0.017698	-0.012591	-0.059880
Ha412HOChr01	121383641	121540850	-0.042521	-0.012771	-0.008381	-0.016129
Ha412HOChr01	121526128	121803735	0.222409	0.048035	0.029037	0.107914
Ha412HOChr01	121541007	121864992	0.261236	0.058295	0.033937	0.136170
Ha412HOChr01	121803749	121978610	0.160128	0.074540	0.046545	0.053719
Ha412HOChr01	121865535	122288799	-0.078334	-0.019057	-0.012627	-0.110701
Ha412HOChr01	121980359	122986568	-0.094993	-0.014509	-0.010405	-0.076923
Ha412HOChr01	122288873	123141366	0.101799	0.021007	0.014741	0.074586
Ha412HOChr01	122986613	123143040	0.214938	0.078604	0.048393	0.113402
Ha412HOChr01	123141573	123304609	0.197509	0.051023	0.036162	0.099678
Ha412HOChr01	123143066	123319241	0.031924	0.006663	0.004691	-0.022388
Ha412HOChr01	123304709	123754891	-0.086089	-0.012471	-0.008952	-0.087452
Ha412HOChr01	123373266	123830611	-0.208312	-0.027370	-0.019916	-0.167300
Ha412HOChr01	123754906	123866687	-0.025491	-0.004092	-0.003119	-0.077491
Ha412HOChr01	123861082	123980710	0.059890	0.009689	0.007284	0.013986
Ha412HOChr01	123866738	124184729	0.260619	0.040132	0.028584	0.216117
Ha412HOChr01	124004548	124467996	0.154943	0.027500	0.020087	0.010345
Ha412HOChr01	124184888	125448462	0.070957	0.014190	0.010261	-0.079268
Ha412HOChr01	124505737	125643875	0.447579	0.081942	0.058643	0.388704
Ha412HOChr01	125448464	125687920	0.518329	0.114806	0.083141	0.487261
Ha412HOChr01	125643886	125851736	0.371864	0.084454	0.063223	0.318033
Ha412HOChr01	125793793	126045368	0.383159	0.068105	0.053651	0.244604
Ha412HOChr01	125852071	126142811	0.390749	0.069142	0.051268	0.239852
Ha412HOChr01	126045805	126642518	0.397640	0.066903	0.048611	0.293548
Ha412HOChr01	126214603	126951193	0.191818	0.036152	0.025299	0.130982
Ha412HOChr01	126642551	127201881	0.261925	0.040785	0.030467	0.197260
Ha412HOChr01	126951355	127376085	0.550293	0.074695	0.060784	0.441077
Ha412HOChr01	127201894	127633327	0.530225	0.100448	0.074838	0.396104
Ha412HOChr01	127377890	128488266	0.692349	0.125391	0.096590	0.583333
Ha412HOChr01	127633395	128588463	0.557159	0.111498	0.088274	0.406728
Ha412HOChr01	128587252	128772202	0.048585	0.008641	0.006516	0.028986
Ha412HOChr01	128588473	129349972	0.525369	0.087757	0.066994	0.440476
Ha412HOChr01	128848714	129696467	0.477752	0.080044	0.061080	0.442529
Ha412HOChr01	129420356	129845076	0.436799	0.092599	0.070784	0.418239
Ha412HOChr01	129696487	130176923	0.411993	0.091309	0.067197	0.377143
Ha412HOChr01	129845307	130208579	0.127031	0.020130	0.014847	0.053977
Ha412HOChr01	130177721	130324898	0.363537	0.049402	0.038376	0.252336
Ha412HOChr01	130208603	130423035	0.431965	0.057252	0.045713	0.335740
Ha412HOChr01	130414511	130764503	0.460177	0.080785	0.060150	0.326599
Ha412HOChr01	130423050	130849466	0.713672	0.187359	0.129939	0.608273
Ha412HOChr01	130764603	131019477	0.593658	0.151330	0.114379	0.559194
Ha412HOChr01	130849483	131093419	0.420578	0.093225	0.070670	0.356902
Ha412HOChr01	131030184	131282020	0.469020	0.077348	0.057270	0.280702
Ha412HOChr01	131093473	131445383	0.502616	0.082646	0.064131	0.347953
Ha412HOChr01	131282059	131605627	0.469907	0.082363	0.062598	0.368263
Ha412HOChr01	131445919	131720949	0.182654	0.025626	0.018454	0.124031
Ha412HOChr01	131605837	131937920	0.093074	0.014847	0.010776	0.028000
Ha412HOChr01	131802691	132173548	0.201899	0.037341	0.028480	0.101399
Ha412HOChr01	131937937	132572348	0.356119	0.066166	0.050653	0.248555
Ha412HOChr01	132174831	132637075	0.321374	0.066115	0.048895	0.288608
Ha412HOChr01	132573019	132735216	0.369969	0.067575	0.052383	0.350404
Ha412HOChr01	132637272	133241109	0.546144	0.080556	0.067407	0.488294
Ha412HOChr01	132738915	133362152	0.270926	0.046881	0.038124	0.188406
