chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Ha412HOChr01	6067338	6327802	-0.557762	-0.151878	-0.100367	-0.474453
Ha412HOChr01	6268097	6328675	-0.114951	-0.031089	-0.017764	-0.072864
Ha412HOChr01	6327819	6391899	-0.119863	-0.036607	-0.019330	-0.032911
Ha412HOChr01	6328687	6762671	-0.415114	-0.089179	-0.062497	-0.259740
Ha412HOChr01	6392525	6841768	-0.677678	-0.146031	-0.104266	-0.589286
Ha412HOChr01	6765986	7130239	-0.658151	-0.206923	-0.135098	-0.529412
Ha412HOChr01	6841771	7263684	-0.430564	-0.098254	-0.065531	-0.378882
Ha412HOChr01	7130296	7465522	-0.467749	-0.133967	-0.083020	-0.421875
Ha412HOChr01	7378728	7655993	-0.313858	-0.090438	-0.058520	-0.274882
Ha412HOChr01	7465554	7955576	-0.353768	-0.071942	-0.049079	-0.255435
Ha412HOChr01	7656810	8208664	-0.364579	-0.061302	-0.043128	-0.275204
Ha412HOChr01	7958528	8556279	-0.117562	-0.018123	-0.013630	-0.127551
Ha412HOChr01	8208695	8558100	-0.072740	-0.015410	-0.011668	-0.086957
Ha412HOChr01	8556281	8688720	-0.707187	-0.764654	-0.357707	-0.620609
Ha412HOChr01	8558109	8769821	-0.919827	-1.182451	-0.469126	-0.886054
Ha412HOChr01	8688796	8771074	-0.796610	-0.724583	-0.340713	-0.671642
Ha412HOChr01	8769950	8801104	-0.499686	-0.168005	-0.105943	-0.379433
Ha412HOChr01	8771089	8999499	-0.433278	-0.138312	-0.087404	-0.358289
Ha412HOChr01	8801126	9023738	-0.001633	-0.000463	-0.000311	0.009852
Ha412HOChr01	9002551	9390039	-0.064665	-0.013903	-0.010058	-0.064439
Ha412HOChr01	9023783	9391319	-0.537415	-0.140507	-0.098167	-0.506427
Ha412HOChr01	9390124	9403286	-0.254980	-0.099480	-0.064164	-0.259446
Ha412HOChr01	9393229	9494367	-0.077060	-0.022949	-0.015427	-0.093333
Ha412HOChr01	9403295	9837295	-0.225076	-0.057228	-0.036143	-0.256579
Ha412HOChr01	9495011	9977844	-0.423196	-0.136628	-0.082988	-0.374384
Ha412HOChr01	9837297	10482810	-0.241527	-0.059747	-0.042705	-0.211111
Ha412HOChr01	9977852	10615915	-0.130608	-0.018609	-0.014250	-0.145963
Ha412HOChr01	10482830	11245179	-0.260387	-0.037453	-0.027477	-0.196335
Ha412HOChr01	10615921	11596233	-0.409367	-0.087798	-0.055416	-0.296020
Ha412HOChr01	11245528	12645536	-0.215552	-0.037006	-0.024262	-0.203655
Ha412HOChr01	11596283	12984714	0.297411	0.045275	0.032183	0.234211
Ha412HOChr01	12645572	12985790	0.342628	0.088714	0.062031	0.251678
Ha412HOChr01	12984724	13535282	0.312838	0.061344	0.045699	0.204360
Ha412HOChr01	12985831	13930452	0.720018	0.165552	0.116757	0.684039
Ha412HOChr01	13541196	17258195	0.820643	0.213085	0.145697	0.817891
Ha412HOChr01	13946416	21236747	0.518541	0.103784	0.074867	0.482394
Ha412HOChr01	17269950	21523595	0.477587	0.071630	0.053958	0.398887
Ha412HOChr01	21237282	23094563	0.134255	0.018011	0.013204	0.096667
Ha412HOChr01	21703708	26852396	-0.155188	-0.016916	-0.011955	-0.166387
Ha412HOChr01	23096731	27342978	0.136220	0.013993	0.010090	0.105263
Ha412HOChr01	26852527	28935766	0.237703	0.043403	0.032193	0.178674
Ha412HOChr01	27343018	29652461	-0.104075	-0.020596	-0.013983	-0.118987
Ha412HOChr01	28935769	30997346	-0.129325	-0.023448	-0.017099	-0.151351
Ha412HOChr01	30043239	32466066	-0.001635	-0.000175	-0.000138	-0.002833
Ha412HOChr01	30997364	33177537	-0.030488	-0.003359	-0.002554	-0.040462
Ha412HOChr01	32466081	33830614	0.084922	0.009365	0.007089	0.061111
Ha412HOChr01	33177594	33872051	0.062170	0.008673	0.006111	0.042289
Ha412HOChr01	33830622	33877840	0.096252	0.021531	0.013878	0.044910
Ha412HOChr01	33872231	34182251	0.087028	0.015247	0.011357	0.037634
Ha412HOChr01	33877895	34955455	-0.013878	-0.001725	-0.001264	-0.081281
Ha412HOChr01	34442550	35038988	-0.208497	-0.023401	-0.017058	-0.243478
Ha412HOChr01	34958970	35122233	-0.403235	-0.059101	-0.041313	-0.358108
Ha412HOChr01	35040550	35279355	-0.073400	-0.011005	-0.007646	-0.119403
Ha412HOChr01	35122241	36018390	-0.070043	-0.009750	-0.007095	-0.128713
Ha412HOChr01	35279451	36366155	-0.212518	-0.032196	-0.023286	-0.203438
Ha412HOChr01	36018716	37509055	-0.171850	-0.028000	-0.019681	-0.203349
Ha412HOChr01	36366227	38033394	0.379506	0.055765	0.039513	0.262821
Ha412HOChr01	37509058	38878613	0.719825	0.119759	0.087035	0.642384
Ha412HOChr01	38033668	39009330	0.371176	0.080581	0.056312	0.295455
Ha412HOChr01	38882292	39025636	-0.203555	-0.059173	-0.039482	-0.210059
Ha412HOChr01	39009382	39310370	-0.437279	-0.114876	-0.077940	-0.412500
Ha412HOChr01	39026290	39335086	-0.525688	-0.105573	-0.075754	-0.480519
Ha412HOChr01	39311910	39573065	-0.343298	-0.068352	-0.050706	-0.272727
Ha412HOChr01	39335227	39673585	-0.283105	-0.070202	-0.046691	-0.214724
Ha412HOChr01	39573076	39872467	-0.609302	-0.201049	-0.122573	-0.580381
Ha412HOChr01	39673594	42515026	-0.637405	-0.129850	-0.092912	-0.581281
Ha412HOChr01	39897757	43968321	-0.574351	-0.088340	-0.066850	-0.492611
Ha412HOChr01	42515147	44124848	-0.430815	-0.074030	-0.053000	-0.333333
Ha412HOChr01	43968366	45049564	0.117092	0.018602	0.013441	0.069767
Ha412HOChr01	44125097	46192168	0.368852	0.042433	0.031400	0.319035
Ha412HOChr01	45049565	47662693	0.147079	0.016296	0.012336	0.110048
Ha412HOChr01	46192169	47742969	-0.172073	-0.022592	-0.018484	-0.218130
Ha412HOChr01	47662753	49858645	0.147415	0.013528	0.010758	0.070234
Ha412HOChr01	47743100	50177084	0.320177	0.035408	0.026183	0.218487
Ha412HOChr01	49859330	51513185	-0.005541	-0.000721	-0.000543	-0.020737
Ha412HOChr01	50177808	51668632	-0.192405	-0.026262	-0.019688	-0.176724
Ha412HOChr01	51513245	51771719	-0.201804	-0.044531	-0.032966	-0.186352
Ha412HOChr01	51668923	51849389	-0.209583	-0.043246	-0.032588	-0.223140
Ha412HOChr01	51771737	52228324	-0.126359	-0.022016	-0.017074	-0.120419
Ha412HOChr01	51849442	52684067	0.095121	0.018661	0.014780	0.073973
Ha412HOChr01	52228499	52724009	0.078344	0.019305	0.014341	0.060510
Ha412HOChr01	52684799	52895444	0.090096	0.020230	0.015095	0.078689
Ha412HOChr01	52828227	53004610	0.206137	0.048771	0.034656	0.135314
Ha412HOChr01	52895453	53154047	0.521995	0.092470	0.071841	0.280757
Ha412HOChr01	53004619	53839685	0.135130	0.017888	0.013998	0.047337
Ha412HOChr01	53154255	53877809	-0.172481	-0.023570	-0.017212	-0.228916
Ha412HOChr01	53839802	54113605	-0.018357	-0.003347	-0.002394	-0.076487
Ha412HOChr01	53877860	54163265	-0.226830	-0.048833	-0.033414	-0.226744
Ha412HOChr01	54113648	54767246	-0.205171	-0.035488	-0.025895	-0.209424
Ha412HOChr01	54163510	55334523	-0.387242	-0.061143	-0.046082	-0.344262
Ha412HOChr01	54767465	55822128	-0.528185	-0.099501	-0.073438	-0.387640
Ha412HOChr01	55334543	56080363	0.037434	0.005352	0.004072	0.021277
Ha412HOChr01	55822174	56469919	0.217658	0.030338	0.023148	0.147632
Ha412HOChr01	56080369	56501683	0.260708	0.042834	0.033101	0.211009
Ha412HOChr01	56470030	56563445	-0.038384	-0.005983	-0.004373	-0.055016
Ha412HOChr01	56502379	56909456	-0.184723	-0.032311	-0.022548	-0.174905
Ha412HOChr01	56563952	57620446	-0.111688	-0.023844	-0.016996	-0.103321
Ha412HOChr01	56909473	58222337	-0.373347	-0.062092	-0.048050	-0.283237
Ha412HOChr01	57620463	58614608	-0.453967	-0.060263	-0.044683	-0.357341
Ha412HOChr01	58362240	58617035	-0.348276	-0.045926	-0.031431	-0.374517
Ha412HOChr01	58614681	59171355	-0.176929	-0.020598	-0.014332	-0.302521
Ha412HOChr01	58617039	59288216	-0.285896	-0.040791	-0.026848	-0.318328
Ha412HOChr01	59171403	59316786	-0.165264	-0.047525	-0.028111	-0.143750
Ha412HOChr01	59310349	59890715	0.244380	0.052221	0.041727	0.157534
Ha412HOChr01	59316816	60292438	0.063430	0.012309	0.009378	0.033088
Ha412HOChr01	59890719	60585266	-0.038306	-0.008712	-0.006489	-0.048780
Ha412HOChr01	60292470	61286546	-0.006793	-0.001009	-0.000789	0.000000
Ha412HOChr01	60587739	61664760	-0.220953	-0.032408	-0.024470	-0.177378
Ha412HOChr01	61286601	61832893	-0.258929	-0.045875	-0.033913	-0.253482
Ha412HOChr01	61664770	62154827	0.167822	0.042065	0.030082	0.044674
Ha412HOChr01	61833021	62570721	0.334538	0.053625	0.039728	0.213483
Ha412HOChr01	62154984	63623099	0.199937	0.030248	0.022862	0.112211
Ha412HOChr01	62570762	63643621	0.184920	0.056037	0.037910	0.120690
Ha412HOChr01	63623100	63803026	-0.134716	-0.026361	-0.018971	-0.122137
Ha412HOChr01	63718393	64148924	-0.315691	-0.048685	-0.035989	-0.326633
Ha412HOChr01	63803038	64467235	-0.368955	-0.079792	-0.057533	-0.364103
Ha412HOChr01	64149030	64820617	-0.129567	-0.035987	-0.024809	-0.096774
Ha412HOChr01	64467241	65150013	0.618379	0.176054	0.126457	0.470395
Ha412HOChr01	64820633	65195980	0.350033	0.084598	0.063965	0.272727
Ha412HOChr01	65150054	65448782	0.042772	0.007088	0.005215	0.079681
Ha412HOChr01	65279607	65737522	-0.055977	-0.013145	-0.009227	-0.015152
Ha412HOChr01	65448812	66219219	-0.183415	-0.044049	-0.031783	-0.179941
Ha412HOChr01	65773377	66243841	-0.064613	-0.014170	-0.010788	-0.074866
Ha412HOChr01	66219230	66474559	0.148754	0.037174	0.028152	0.063084
Ha412HOChr01	66244098	66890834	0.139725	0.035976	0.026296	0.067114
Ha412HOChr01	66474668	67395074	-0.178634	-0.044053	-0.031156	-0.142857
Ha412HOChr01	66959878	67410748	-0.264042	-0.063987	-0.044055	-0.200000
Ha412HOChr01	67396355	67607494	-0.232127	-0.053621	-0.033951	-0.188406
Ha412HOChr01	67410812	67840090	-0.299472	-0.059671	-0.040013	-0.222222
Ha412HOChr01	67607817	68559252	-0.153161	-0.032893	-0.022624	-0.104225
Ha412HOChr01	67840093	68658639	-0.586696	-0.171858	-0.115799	-0.500000
Ha412HOChr01	68559283	69059731	-0.688889	-0.213272	-0.146869	-0.608769
Ha412HOChr01	68659361	69514960	-0.236823	-0.057897	-0.041690	-0.196035
Ha412HOChr01	69060223	69517390	0.291309	0.074814	0.056246	0.152299
Ha412HOChr01	69514962	69618726	-0.034890	-0.014654	-0.009335	-0.056604
Ha412HOChr01	69517393	69948575	-0.212419	-0.046058	-0.030898	-0.169872
Ha412HOChr01	69618752	70550295	-0.101210	-0.016856	-0.012743	-0.129231
Ha412HOChr01	69950090	71054417	0.101559	0.015385	0.012104	0.044386
Ha412HOChr01	70550310	71082448	0.300994	0.041026	0.030668	0.209040
Ha412HOChr01	71054606	71331564	0.118284	0.018502	0.013642	0.103704
Ha412HOChr01	71083696	72357569	0.079796	0.014084	0.010812	0.100917
Ha412HOChr01	71331584	72710402	0.129364	0.021378	0.017108	0.135802
Ha412HOChr01	72357686	73054248	0.066587	0.010892	0.008763	0.075362
Ha412HOChr01	72710403	73229523	0.015495	0.003412	0.002472	-0.006042
Ha412HOChr01	73054904	73385687	-0.287799	-0.076205	-0.053488	-0.290503
Ha412HOChr01	73229526	74110518	-0.654912	-0.135696	-0.092725	-0.546135
Ha412HOChr01	73392995	74301287	-0.415970	-0.068172	-0.047811	-0.345550
Ha412HOChr01	74111772	74414410	-0.406953	-0.139922	-0.093786	-0.386417
Ha412HOChr01	74301340	74439385	-0.239194	-0.091483	-0.058947	-0.134904
Ha412HOChr01	74414424	74716817	-0.260330	-0.079011	-0.053802	-0.103614
Ha412HOChr01	74439395	74985038	-0.338452	-0.065055	-0.046805	-0.242667
Ha412HOChr01	74716904	75276807	0.135162	0.019439	0.014612	0.085399
Ha412HOChr01	74991586	75438681	-0.202858	-0.043282	-0.030600	-0.182320
Ha412HOChr01	75276875	75479236	-0.099077	-0.028472	-0.015938	-0.026882
Ha412HOChr01	75438768	75783134	-0.004897	-0.001109	-0.000724	0.016216
Ha412HOChr01	75481316	76069256	-0.348036	-0.058486	-0.043846	-0.291925
Ha412HOChr01	75783164	76998022	-0.551695	-0.103007	-0.071676	-0.516304
Ha412HOChr01	76069307	77276566	-0.502874	-0.092253	-0.065723	-0.470046
Ha412HOChr01	77000564	77346501	-0.304226	-0.062303	-0.045809	-0.267606
Ha412HOChr01	77276601	77380650	-0.171834	-0.047577	-0.034741	-0.195000
Ha412HOChr01	77346508	77381878	-0.395363	-0.175922	-0.101145	-0.302920
Ha412HOChr01	77380742	77383608	-0.278177	-0.131278	-0.080696	-0.172012
Ha412HOChr01	77381902	77580854	-0.504993	-0.186250	-0.109620	-0.354396
Ha412HOChr01	77383611	78034267	-0.688734	-0.186791	-0.114848	-0.601542
Ha412HOChr01	77580855	78527359	-0.742640	-0.186928	-0.118827	-0.709007
Ha412HOChr01	78043175	78772676	-0.759420	-0.186543	-0.118584	-0.725490
Ha412HOChr01	78536261	79125243	-0.698751	-0.152887	-0.104224	-0.682051
Ha412HOChr01	78772717	79304999	-0.672919	-0.105184	-0.073382	-0.630027
Ha412HOChr01	79125268	79757833	-0.461644	-0.067076	-0.046712	-0.395062
Ha412HOChr01	79305031	79846295	-0.499359	-0.131201	-0.087882	-0.458853
Ha412HOChr01	79757836	80381911	-0.656226	-0.200967	-0.125971	-0.594470
Ha412HOChr01	79846305	80522544	-0.616124	-0.167797	-0.109730	-0.569845
Ha412HOChr01	80392152	80720012	-0.669430	-0.126446	-0.092468	-0.611111
Ha412HOChr01	80522567	81026180	-0.330536	-0.062753	-0.046025	-0.283146
Ha412HOChr01	80720033	81290354	0.240849	0.057400	0.041943	0.209169
Ha412HOChr01	81026260	81897973	0.394547	0.058400	0.043425	0.328947
Ha412HOChr01	81548754	81958855	0.646604	0.119792	0.092544	0.539267
Ha412HOChr01	81898246	82473810	0.617337	0.130817	0.098671	0.531729
Ha412HOChr01	81958948	82521055	0.374735	0.088510	0.060652	0.232143
Ha412HOChr01	82473825	82659672	-0.117506	-0.029836	-0.018940	-0.190476
Ha412HOChr01	82521534	83145259	-0.580665	-0.138819	-0.087053	-0.573066
Ha412HOChr01	82659675	83456332	-0.276738	-0.067844	-0.044274	-0.270701
Ha412HOChr01	83145303	84023954	-0.075510	-0.014912	-0.009818	-0.037815
Ha412HOChr01	83520073	85259046	-0.163121	-0.016260	-0.011833	-0.076364
Ha412HOChr01	84024039	86867175	0.142022	0.014173	0.010777	0.161202
Ha412HOChr01	85259134	87334432	0.245377	0.037084	0.028508	0.177326
Ha412HOChr01	86867303	87373370	0.021930	0.004755	0.003433	0.005917
Ha412HOChr01	87334443	87660330	-0.241468	-0.076520	-0.049943	-0.150000
Ha412HOChr01	87373400	87802229	-0.442399	-0.109293	-0.072227	-0.415274
Ha412HOChr01	87661520	87818927	-0.490357	-0.124700	-0.086453	-0.492308
Ha412HOChr01	87802244	88032115	-0.454340	-0.135677	-0.098038	-0.397531
Ha412HOChr01	87819125	88707488	-0.349485	-0.069200	-0.051153	-0.258145
Ha412HOChr01	88033086	88812941	-0.231817	-0.043586	-0.032497	-0.187990
Ha412HOChr01	88710288	89745917	-0.099036	-0.031494	-0.021287	-0.114943
Ha412HOChr01	88812954	89746109	-0.197643	-0.132442	-0.072642	-0.145923
Ha412HOChr01	89745919	90061932	-0.526212	-0.171447	-0.120158	-0.448680
Ha412HOChr01	89746119	90364478	-0.417284	-0.078625	-0.058143	-0.430481
Ha412HOChr01	90062815	90860874	-0.124380	-0.018322	-0.013971	-0.132258
Ha412HOChr01	90364527	91561966	0.282068	0.037653	0.030519	0.210526
Ha412HOChr01	90860914	91776552	0.049113	0.005555	0.004238	0.006623
Ha412HOChr01	91562717	92174784	-0.086439	-0.008445	-0.006386	-0.152455
Ha412HOChr01	91776564	92944578	0.377309	0.038799	0.030125	0.210210
Ha412HOChr01	92335826	92996996	0.369260	0.051517	0.034661	0.180233
Ha412HOChr01	92944602	93072721	-0.039717	-0.009024	-0.005595	-0.024615
Ha412HOChr01	92997028	93231056	0.020301	0.005077	0.003334	0.024138
Ha412HOChr01	93073443	93829002	0.367563	0.057351	0.040313	0.294574
Ha412HOChr01	93231057	94121172	0.478448	0.064744	0.047362	0.433255
Ha412HOChr01	93832863	94252431	0.062366	0.007225	0.005633	0.044321
Ha412HOChr01	94121200	94593782	-0.251915	-0.028453	-0.022734	-0.188202
Ha412HOChr01	94280433	94615987	0.296212	0.048978	0.037542	0.245902
Ha412HOChr01	94593851	94643563	0.258718	0.049634	0.036505	0.162534
Ha412HOChr01	94615992	94759654	0.141884	0.022811	0.016412	0.137500
Ha412HOChr01	94736393	94949752	0.242604	0.031255	0.022453	0.264706
Ha412HOChr01	94762242	95147670	0.019811	0.001962	0.001405	0.015789
Ha412HOChr01	94951645	95652425	0.240854	0.022560	0.016735	0.151220
Ha412HOChr01	95172167	95950133	0.397496	0.040025	0.029777	0.278772
Ha412HOChr01	95652466	96080534	0.466143	0.052599	0.039499	0.360248
Ha412HOChr01	95950151	96365103	0.089253	0.010675	0.007984	0.101266
Ha412HOChr01	96084572	97245567	-0.228936	-0.023876	-0.016801	-0.180328
Ha412HOChr01	96365245	97522651	-0.101470	-0.013356	-0.009161	-0.090498
Ha412HOChr01	97245810	98309461	-0.202285	-0.029283	-0.020642	-0.200000
Ha412HOChr01	97546348	98726100	-0.385240	-0.044065	-0.029699	-0.356962
Ha412HOChr01	98353427	98728070	-0.614419	-0.101332	-0.058737	-0.455013
Ha412HOChr01	98726109	98729052	-0.589011	-0.299029	-0.140033	-0.366667
Ha412HOChr01	98728107	98737156	-0.296413	-0.088108	-0.052997	-0.227848
Ha412HOChr01	98729069	99032423	-0.004146	-0.000454	-0.000343	-0.099490
Ha412HOChr01	98737267	100005654	0.345701	0.047855	0.037673	0.228111
Ha412HOChr01	99032446	101312139	0.390333	0.070953	0.053913	0.390698
Ha412HOChr01	100005667	102365429	0.222462	0.032294	0.024505	0.212371
Ha412HOChr01	101740776	102491593	-0.046848	-0.009160	-0.006760	-0.039443
Ha412HOChr01	102365466	102616406	-0.040427	-0.012683	-0.009097	-0.010563
Ha412HOChr01	102492407	102859020	0.256876	0.053537	0.041492	0.202335
Ha412HOChr01	102616447	103733755	-0.089365	-0.008320	-0.006445	0.012987
Ha412HOChr01	102859143	104147767	-0.098113	-0.008135	-0.006316	-0.024169
Ha412HOChr01	103733762	104877087	-0.057026	-0.007019	-0.005377	-0.055233
Ha412HOChr01	104147994	105797816	-0.140986	-0.019624	-0.014280	-0.153639
Ha412HOChr01	104882355	106074857	0.168627	0.025114	0.017955	0.101770
Ha412HOChr01	105798793	106555858	0.135334	0.022366	0.016694	0.141593
Ha412HOChr01	106075113	107322270	0.434527	0.070302	0.054555	0.432000
Ha412HOChr01	106556015	107664775	0.720022	0.125566	0.091094	0.649805
Ha412HOChr01	107322295	107674345	0.539724	0.120437	0.082281	0.435045
Ha412HOChr01	107664776	108375326	0.319643	0.041346	0.030796	0.302671
Ha412HOChr01	107674359	108576632	0.348653	0.040686	0.027510	0.358025
Ha412HOChr01	108379570	109783094	-0.218395	-0.035450	-0.022826	-0.180791
Ha412HOChr01	108576860	109915865	-0.537319	-0.080964	-0.056680	-0.453515
Ha412HOChr01	109797079	110684825	-0.257112	-0.036464	-0.027460	-0.182927
Ha412HOChr01	109915870	111533698	-0.131724	-0.022613	-0.016755	-0.131579
Ha412HOChr01	110755833	112595105	0.114436	0.018626	0.013118	0.093750
Ha412HOChr01	111533712	112985203	-0.054632	-0.007816	-0.005727	-0.007792
Ha412HOChr01	112595132	112994522	-0.387731	-0.075550	-0.055274	-0.346479
Ha412HOChr01	112985206	113414294	-0.278831	-0.054583	-0.041227	-0.313501
Ha412HOChr01	112996250	113630290	-0.365229	-0.066000	-0.050937	-0.380090
Ha412HOChr01	113414342	113870438	-0.450665	-0.088548	-0.065871	-0.401760
Ha412HOChr01	113630348	114108034	-0.465950	-0.082849	-0.060300	-0.437340
Ha412HOChr01	113870492	114607968	-0.282854	-0.038753	-0.030263	-0.271868
Ha412HOChr01	114109720	115052687	-0.020152	-0.001986	-0.001605	-0.021978
Ha412HOChr01	114608601	115053003	-0.007692	-0.001002	-0.000795	-0.009231
Ha412HOChr01	115052699	115053381	0.090818	0.078917	0.058913	0.043771
Ha412HOChr01	115053011	115053968	0.004340	0.003695	0.002955	0.000000
Ha412HOChr01	115053512	115054598	-0.150066	-0.113394	-0.084941	-0.083612
Ha412HOChr01	115053994	115054815	-0.114838	-0.099964	-0.067067	-0.050000
Ha412HOChr01	115054622	115055556	-0.010226	-0.012489	-0.007415	0.006969
Ha412HOChr01	115054847	115056089	0.318214	0.207461	0.171601	0.219814
Ha412HOChr01	115055582	115056647	0.485786	0.294001	0.254974	0.331461
Ha412HOChr01	115056095	115056968	0.230709	0.202601	0.162192	0.150725
Ha412HOChr01	115056678	115596400	-0.359990	-0.094166	-0.069208	-0.236559
Ha412HOChr01	115056985	115692273	-0.302988	-0.050153	-0.034109	-0.307432
Ha412HOChr01	115596474	116245565	-0.329341	-0.049114	-0.035435	-0.340314
Ha412HOChr01	115692821	116559925	-0.498999	-0.064594	-0.049365	-0.490617
Ha412HOChr01	116246045	116605019	-0.252777	-0.042253	-0.031425	-0.261006
Ha412HOChr01	116559988	117135509	-0.181016	-0.034992	-0.025666	-0.170391
Ha412HOChr01	116619063	117142710	-0.541667	-0.147630	-0.099250	-0.494357
Ha412HOChr01	117135557	117165262	-0.467736	-0.223377	-0.134763	-0.366748
Ha412HOChr01	117142759	117205119	-0.084731	-0.030828	-0.019544	-0.040670
Ha412HOChr01	117165317	117480691	-0.189189	-0.039824	-0.028018	-0.104167
Ha412HOChr01	117205188	117491316	-0.302033	-0.051281	-0.039824	-0.236686
Ha412HOChr01	117480959	118266962	-0.364431	-0.059182	-0.046693	-0.341969
Ha412HOChr01	117493832	118352626	-0.545024	-0.089844	-0.070325	-0.571429
Ha412HOChr01	118308006	118659884	-0.605255	-0.108412	-0.080927	-0.618844
Ha412HOChr01	118353196	119417527	-0.484964	-0.039272	-0.032016	-0.444444
Ha412HOChr01	118698586	119556162	-0.429923	-0.037338	-0.031330	-0.386760
Ha412HOChr01	119417642	119557582	-0.156708	-0.036526	-0.027797	-0.081633
Ha412HOChr01	119556166	119592214	0.084651	0.010641	0.007975	0.059091
Ha412HOChr01	119557606	120108079	-0.119976	-0.015568	-0.011535	-0.051546
Ha412HOChr01	119592357	120718105	-0.177889	-0.021372	-0.016734	-0.107246
Ha412HOChr01	120108151	120775621	0.095990	0.012803	0.010468	0.069767
Ha412HOChr01	120718106	121288730	-0.007866	-0.001905	-0.001421	0.023499
Ha412HOChr01	120775701	121363706	-0.252315	-0.057336	-0.040973	-0.210811
Ha412HOChr01	121289066	121501100	-0.102988	-0.022029	-0.016269	-0.107784
Ha412HOChr01	121363772	121540347	-0.095041	-0.020900	-0.015274	-0.067797
Ha412HOChr01	121526114	121779355	-0.030832	-0.006196	-0.004022	-0.019685
Ha412HOChr01	121540355	121873419	0.255404	0.054725	0.036223	0.132203
Ha412HOChr01	121779463	122006536	0.200337	0.056410	0.038944	0.120690
Ha412HOChr01	121873880	122753920	0.164853	0.042410	0.029842	0.109718
Ha412HOChr01	122006809	122986597	0.071222	0.016906	0.012627	0.089109
Ha412HOChr01	122753963	123140897	-0.092124	-0.025334	-0.018334	-0.006897
Ha412HOChr01	122986608	123143016	-0.013245	-0.005209	-0.003163	0.014409
Ha412HOChr01	123140911	123307022	0.190208	0.045961	0.032406	0.098039
Ha412HOChr01	123143028	123380652	0.347001	0.066129	0.047749	0.263158
Ha412HOChr01	123307100	123830348	-0.062907	-0.012443	-0.008594	-0.072464
Ha412HOChr01	123380655	123867243	-0.324342	-0.057391	-0.041325	-0.303226
Ha412HOChr01	123830587	124015468	-0.149138	-0.027945	-0.020309	-0.091743
Ha412HOChr01	123867246	124418301	-0.187817	-0.039108	-0.027661	-0.214477
Ha412HOChr01	124015593	125448902	-0.001030	-0.000180	-0.000128	-0.137615
Ha412HOChr01	124418311	125682438	0.143475	0.019627	0.014273	0.111111
Ha412HOChr01	125448905	125854104	0.254170	0.025583	0.019766	0.163987
Ha412HOChr01	125686596	126142742	0.275542	0.030392	0.023856	0.213115
Ha412HOChr01	126042677	126944041	0.005613	0.000596	0.000449	-0.016181
Ha412HOChr01	126142787	127201538	0.197432	0.021883	0.016883	0.144476
Ha412HOChr01	126944145	127374683	0.418968	0.057863	0.045695	0.342105
Ha412HOChr01	127201642	128079867	0.095622	0.009766	0.007645	0.027027
Ha412HOChr01	127377864	128587657	0.111607	0.011629	0.009172	0.044674
Ha412HOChr01	128079883	128771968	0.111848	0.015251	0.011690	0.086643
Ha412HOChr01	128587687	129693527	-0.176005	-0.020225	-0.015453	-0.060127
Ha412HOChr01	128771983	129697211	0.200963	0.028203	0.021856	0.262346
Ha412HOChr01	129693712	130044508	0.279790	0.077937	0.056280	0.173203
Ha412HOChr01	129697219	130208431	-0.161697	-0.019417	-0.014558	-0.181818
Ha412HOChr01	130089993	130422280	0.152136	0.012606	0.009736	0.091988
