chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Ha412HOChr01	44901180	46988556	-0.066881	-0.013632	-0.009293	-0.075688
Ha412HOChr01	45163082	47529017	0.196162	0.034818	0.025856	0.128788
Ha412HOChr01	46988781	47664834	0.392908	0.069703	0.053423	0.261438
Ha412HOChr01	47662521	48510136	0.211901	0.048803	0.038571	0.078261
Ha412HOChr01	47664859	49863726	0.031947	0.004811	0.003579	-0.008174
Ha412HOChr01	48522322	50282686	-0.055825	-0.008255	-0.005985	-0.053118
Ha412HOChr01	49864043	51498251	0.092574	0.017970	0.013875	0.021097
Ha412HOChr01	50599876	51660511	0.008929	0.001779	0.001351	-0.088235
Ha412HOChr01	51498511	51770571	0.082677	0.017128	0.012625	0.017241
Ha412HOChr01	51661108	51849685	0.219842	0.045303	0.033226	0.122905
Ha412HOChr01	51770603	52244953	0.270416	0.050131	0.036348	0.157895
Ha412HOChr01	51849698	52720967	0.431323	0.075049	0.056358	0.315789
Ha412HOChr01	52246459	52895360	0.174157	0.028658	0.021009	0.101351
Ha412HOChr01	52721000	53004619	0.129911	0.020090	0.014767	0.031142
Ha412HOChr01	52895378	53154303	0.371174	0.057767	0.044726	0.183391
Ha412HOChr01	53004626	53840822	0.291787	0.037431	0.028260	0.140921
Ha412HOChr01	53154305	53944413	0.038840	0.005111	0.003476	-0.060606
Ha412HOChr01	53841244	54144905	-0.009320	-0.001724	-0.001092	-0.073826
Ha412HOChr01	53944433	54490162	0.193365	0.026288	0.018400	0.126246
Ha412HOChr01	54145054	54937504	0.425726	0.052971	0.038886	0.342679
Ha412HOChr01	54496340	55748630	0.254058	0.042071	0.030252	0.136247
Ha412HOChr01	54957428	56040472	0.338791	0.055742	0.040488	0.164557
Ha412HOChr01	55748643	56099811	-0.277918	-0.052689	-0.039970	-0.253425
Ha412HOChr01	56042124	56494276	-0.431115	-0.092980	-0.065961	-0.378495
Ha412HOChr01	56314049	56563174	-0.000473	-0.000082	-0.000054	-0.005510
Ha412HOChr01	56494284	57015258	0.080382	0.011739	0.008024	-0.006270
Ha412HOChr01	56563599	58222252	0.356184	0.045705	0.035848	0.221264
Ha412HOChr01	57287677	58562736	0.058794	0.008696	0.006395	-0.069414
Ha412HOChr01	58222284	58616497	-0.083016	-0.015773	-0.009553	-0.189702
Ha412HOChr01	58562775	58624233	-0.150508	-0.026014	-0.016085	-0.172161
Ha412HOChr01	58616632	59171464	-0.236364	-0.037950	-0.025262	-0.219780
Ha412HOChr01	58624553	59316301	0.266146	0.039112	0.026083	0.268116
Ha412HOChr01	59171484	59890722	0.323004	0.050107	0.034512	0.257143
Ha412HOChr01	59316366	60537587	0.334295	0.049027	0.038727	0.231672
Ha412HOChr01	59890733	60593786	0.304262	0.053756	0.042324	0.178248
Ha412HOChr01	60538155	60672308	0.429133	0.131146	0.105921	0.290954
Ha412HOChr01	60594842	61560916	0.627451	0.176530	0.137602	0.540323
Ha412HOChr01	60672348	61664784	0.504542	0.099657	0.073966	0.436314
Ha412HOChr01	61565117	61672131	0.170092	0.035409	0.026574	0.083591
Ha412HOChr01	61664805	62154113	0.267184	0.077095	0.056409	0.108974
Ha412HOChr01	61672621	62155122	0.420584	0.103220	0.076572	0.229572
Ha412HOChr01	62154116	62781961	0.295955	0.060736	0.043120	0.175202
Ha412HOChr01	62165679	62971867	0.220450	0.046773	0.031970	0.114428
Ha412HOChr01	62781983	63751376	0.272222	0.062067	0.041672	0.185279
Ha412HOChr01	62971868	63770867	0.283075	0.067301	0.044518	0.224439
Ha412HOChr01	63751429	64142052	0.166221	0.035801	0.023152	0.108197
Ha412HOChr01	63793097	64303271	0.189567	0.027937	0.020217	0.165680
Ha412HOChr01	64142066	64820336	0.284580	0.050097	0.037297	0.237598
Ha412HOChr01	64303312	64921625	0.378988	0.107310	0.078593	0.326667
Ha412HOChr01	64820518	65309557	0.477513	0.091528	0.069155	0.441860
Ha412HOChr01	64921637	65594336	0.243567	0.032651	0.024988	0.244838
Ha412HOChr01	65309560	66109445	0.246776	0.036033	0.028322	0.213033
Ha412HOChr01	65595538	66314330	0.102891	0.014338	0.010882	0.042394
Ha412HOChr01	66112454	66976327	0.315612	0.042297	0.031643	0.225806
Ha412HOChr01	66314452	67410514	0.072689	0.013636	0.009649	0.082251
Ha412HOChr01	67013993	67707680	-0.250382	-0.064829	-0.039755	-0.220930
Ha412HOChr01	67410517	68066902	0.059125	0.009960	0.006361	0.011730
Ha412HOChr01	67708065	68656536	-0.218452	-0.028198	-0.020738	-0.209726
Ha412HOChr01	68074225	68730134	-0.247844	-0.031490	-0.023338	-0.260870
Ha412HOChr01	68656866	69515841	0.195349	0.024438	0.016913	0.138643
Ha412HOChr01	68882426	69517393	0.421741	0.092182	0.066953	0.356568
Ha412HOChr01	69515888	69618792	0.179321	0.063149	0.043649	0.122222
Ha412HOChr01	69517406	69769881	-0.060481	-0.010082	-0.006587	-0.102473
Ha412HOChr01	69618795	70655786	0.391459	0.043461	0.032089	0.187023
Ha412HOChr01	69769910	70876985	0.498631	0.089563	0.072242	0.341333
Ha412HOChr01	70655788	71081617	0.300773	0.062448	0.045722	0.212121
Ha412HOChr01	70877106	71875873	0.250000	0.036817	0.026248	0.172237
Ha412HOChr01	71081885	72620804	0.248735	0.043858	0.030462	0.189744
Ha412HOChr01	71876062	72729979	0.280721	0.066931	0.047054	0.208092
Ha412HOChr01	72644068	73060114	0.604263	0.101414	0.081867	0.446945
Ha412HOChr01	72730007	73395643	0.400507	0.051164	0.040294	0.365079
Ha412HOChr01	73060397	74107952	0.331111	0.055203	0.038755	0.304740
Ha412HOChr01	73395683	74222466	0.311723	0.068169	0.045084	0.234828
Ha412HOChr01	74108034	74386652	0.086471	0.019082	0.014027	0.005435
Ha412HOChr01	74222473	74437194	0.233855	0.060189	0.041706	0.233766
Ha412HOChr01	74386885	74822037	0.552766	0.167280	0.109619	0.503297
Ha412HOChr01	74437490	74984456	0.501340	0.102348	0.070198	0.446194
Ha412HOChr01	74822076	75276750	0.627819	0.127389	0.094488	0.563084
Ha412HOChr01	74985038	75440363	0.305611	0.087060	0.057908	0.266515
Ha412HOChr01	75276751	75477888	-0.393953	-0.160564	-0.082781	-0.370474
Ha412HOChr01	75440382	75525895	-0.163330	-0.062550	-0.037890	-0.134426
Ha412HOChr01	75478078	75784332	0.138798	0.040856	0.028852	0.099678
Ha412HOChr01	75525934	76069181	0.211532	0.054913	0.038436	0.104294
Ha412HOChr01	75784333	77002745	0.363918	0.051896	0.036265	0.250774
Ha412HOChr01	76079235	77345591	0.467486	0.065098	0.045435	0.378016
Ha412HOChr01	77002923	77381794	0.403470	0.076731	0.050423	0.311346
Ha412HOChr01	77345688	77383556	0.336009	0.096302	0.061919	0.209366
Ha412HOChr01	77381798	77505091	0.367742	0.184526	0.117284	0.302817
Ha412HOChr01	77383574	77590400	0.218090	0.071429	0.040766	0.219858
Ha412HOChr01	77505156	78431497	0.350313	0.082026	0.054565	0.290488
Ha412HOChr01	77810409	78563745	0.607955	0.143989	0.100192	0.539130
Ha412HOChr01	78431501	78772784	0.673214	0.149998	0.101663	0.550756
Ha412HOChr01	78566164	79186337	0.491009	0.086265	0.056305	0.342790
Ha412HOChr01	78772825	79656187	-0.211856	-0.043085	-0.026750	-0.188720
Ha412HOChr01	79235783	79779588	-0.321170	-0.063099	-0.042545	-0.327711
Ha412HOChr01	79697976	80382019	0.122372	0.020023	0.013570	0.020528
Ha412HOChr01	79779775	80523071	0.411489	0.075817	0.050750	0.307692
Ha412HOChr01	80392129	80633737	0.669826	0.143879	0.104468	0.617866
Ha412HOChr01	80523082	80724142	0.648113	0.146456	0.106954	0.510582
Ha412HOChr01	80633752	81272103	0.661582	0.145568	0.108024	0.455696
Ha412HOChr01	80929163	81551263	0.735289	0.192822	0.146623	0.505155
Ha412HOChr01	81272109	81954389	0.689665	0.140716	0.107644	0.511737
Ha412HOChr01	81592851	82261982	0.823786	0.184176	0.144152	0.738947
Ha412HOChr01	81954458	82513526	0.820297	0.158790	0.116560	0.687023
Ha412HOChr01	82263738	82639666	0.669268	0.124129	0.086224	0.552632
Ha412HOChr01	82513557	82741201	0.338487	0.104654	0.068326	0.300771
Ha412HOChr01	82640079	83143105	-0.109256	-0.032091	-0.020023	-0.106849
Ha412HOChr01	82836561	83521190	0.198516	0.039604	0.029075	0.026042
Ha412HOChr01	83143144	84494277	0.563319	0.111248	0.081865	0.405248
Ha412HOChr01	83521203	85106195	0.706378	0.096891	0.073517	0.697674
Ha412HOChr01	84494278	85355435	0.629504	0.086034	0.065978	0.559055
Ha412HOChr01	85106242	86867798	0.731240	0.258737	0.181430	0.607774
Ha412HOChr01	85355449	87334545	0.570077	0.163218	0.118312	0.468320
Ha412HOChr01	86867903	87423844	0.370433	0.092340	0.067404	0.275064
Ha412HOChr01	87334551	87764520	0.432640	0.118367	0.079712	0.350575
Ha412HOChr01	87428100	87802329	0.633964	0.159924	0.107410	0.544944
Ha412HOChr01	87764567	87803542	0.728230	0.174242	0.124734	0.605442
Ha412HOChr01	87802378	87817007	0.840304	0.280635	0.191979	0.695833
Ha412HOChr01	87803602	88037601	0.671498	0.175008	0.121783	0.519298
Ha412HOChr01	87817564	88040643	0.306122	0.079395	0.056323	0.203065
Ha412HOChr01	88037859	88707470	0.500820	0.213570	0.134904	0.379710
Ha412HOChr01	88040699	88813349	0.625930	0.235589	0.160797	0.515081
Ha412HOChr01	88707546	89745995	0.519817	0.199532	0.145581	0.363889
Ha412HOChr01	88813554	89746321	0.156733	0.094541	0.058364	0.077236
Ha412HOChr01	89745999	90139308	0.033945	0.006294	0.004514	0.015209
Ha412HOChr01	89746393	90250691	0.457864	0.081040	0.062015	0.300860
Ha412HOChr01	90139344	90705167	0.506910	0.111631	0.084578	0.316294
Ha412HOChr01	90250798	90868157	0.201950	0.050575	0.037188	0.107143
Ha412HOChr01	90705174	91559938	0.670228	0.157454	0.120773	0.576060
Ha412HOChr01	90868917	91572447	0.781920	0.172315	0.131656	0.730942
Ha412HOChr01	91560054	91711157	0.448539	0.107589	0.078398	0.338753
Ha412HOChr01	91572478	92153345	0.254237	0.041516	0.030703	0.128342
Ha412HOChr01	91711605	92944326	0.345526	0.052789	0.039061	0.194872
Ha412HOChr01	92315712	92945624	0.122680	0.031430	0.019809	-0.002857
Ha412HOChr01	92944335	92996810	0.078612	0.025588	0.012966	-0.022989
Ha412HOChr01	92945647	93074894	0.517300	0.114263	0.073938	0.402135
Ha412HOChr01	92996912	93316797	0.270386	0.056855	0.039527	0.217184
Ha412HOChr01	93075538	93609602	0.264651	0.049039	0.035110	0.181435
Ha412HOChr01	93316850	93992309	0.443128	0.083618	0.059811	0.369099
Ha412HOChr01	93824910	94196709	0.436779	0.109159	0.076181	0.400000
Ha412HOChr01	93992311	94252239	0.451151	0.116898	0.090343	0.394683
Ha412HOChr01	94210843	94389751	0.403791	0.082589	0.066248	0.350000
Ha412HOChr01	94252271	94594599	0.588698	0.125279	0.094901	0.540453
Ha412HOChr01	94389754	94615817	0.684189	0.154640	0.115628	0.505155
Ha412HOChr01	94594671	94643266	0.351556	0.074849	0.053427	0.159794
Ha412HOChr01	94615849	94756725	0.306831	0.060299	0.043530	0.256338
Ha412HOChr01	94734147	94947034	0.302439	0.049670	0.035651	0.311881
Ha412HOChr01	94756830	95050173	0.144710	0.020531	0.014451	0.081794
Ha412HOChr01	94947062	95318872	0.295871	0.041810	0.029259	0.176796
Ha412HOChr01	95050289	95651247	0.143297	0.028274	0.018417	0.074468
Ha412HOChr01	95319111	95739619	-0.057531	-0.012140	-0.007630	-0.076655
Ha412HOChr01	95651259	95950234	0.332931	0.034983	0.026435	0.256140
Ha412HOChr01	95778937	96130646	0.401557	0.038124	0.029102	0.320946
Ha412HOChr01	95950242	96398694	0.195175	0.019534	0.013243	0.180147
Ha412HOChr01	96130647	96633680	0.392260	0.049150	0.032011	0.396285
Ha412HOChr01	96464554	97522066	0.496387	0.067345	0.044302	0.472067
Ha412HOChr01	96699250	97979516	0.388982	0.061994	0.041422	0.301402
Ha412HOChr01	97522102	98357163	0.440029	0.086878	0.060125	0.297521
Ha412HOChr01	97980521	98704907	0.323667	0.041953	0.029247	0.208672
Ha412HOChr01	98475621	98729745	-0.105160	-0.011309	-0.007773	-0.122951
Ha412HOChr01	98725693	98931260	0.087281	0.012792	0.009070	0.088000
Ha412HOChr01	98729784	99032854	0.498051	0.098045	0.073173	0.463087
Ha412HOChr01	98931415	100002812	0.580846	0.188461	0.140461	0.546917
Ha412HOChr01	99033565	101740776	0.342092	0.073344	0.050835	0.328228
Ha412HOChr01	100003839	102234989	0.338840	0.054868	0.039691	0.250000
Ha412HOChr01	101740855	102491499	0.430077	0.063142	0.049129	0.317647
Ha412HOChr01	102238121	102616522	0.352267	0.065609	0.050710	0.324042
Ha412HOChr01	102491501	102839455	-0.013818	-0.004043	-0.002863	-0.026217
Ha412HOChr01	102654340	102864977	0.092040	0.024741	0.017619	0.100000
Ha412HOChr01	102839480	103676388	0.466413	0.071739	0.056432	0.347188
Ha412HOChr01	102864978	104146502	0.391781	0.043065	0.034721	0.328537
Ha412HOChr01	103676406	104716696	0.039141	0.004726	0.003660	-0.030055
Ha412HOChr01	104146723	105798698	0.362778	0.060627	0.043164	0.215278
Ha412HOChr01	104716708	106075119	0.743030	0.110270	0.079313	0.646817
Ha412HOChr01	105798793	106542106	0.415925	0.055329	0.041507	0.366492
Ha412HOChr01	106075559	107317616	0.442926	0.066443	0.053416	0.418367
Ha412HOChr01	106555922	107455751	0.804072	0.151667	0.110493	0.753043
Ha412HOChr01	107318751	107675172	0.608289	0.134537	0.091976	0.559701
Ha412HOChr01	107456134	108174001	0.203482	0.038637	0.027396	0.142857
Ha412HOChr01	107675528	108422769	0.281550	0.038814	0.024161	0.198738
Ha412HOChr01	108174189	109782690	0.279819	0.030451	0.018649	0.262411
Ha412HOChr01	108423118	109816083	-0.081216	-0.008797	-0.005980	-0.036667
Ha412HOChr01	109782727	110570859	-0.079257	-0.009939	-0.007466	-0.040625
Ha412HOChr01	109816278	111533698	0.168590	0.019313	0.014525	0.148936
Ha412HOChr01	110660055	112551133	0.050321	0.006034	0.004337	0.020882
Ha412HOChr01	111533813	112798072	-0.166316	-0.024127	-0.016981	-0.137662
Ha412HOChr01	112551157	113414222	-0.240443	-0.023635	-0.017491	-0.238342
Ha412HOChr01	112798074	113710668	-0.097709	-0.008571	-0.006547	-0.127500
Ha412HOChr01	113414233	113910358	0.082320	0.009753	0.007530	0.023684
Ha412HOChr01	113710706	114165655	-0.156447	-0.016034	-0.012114	-0.182609
Ha412HOChr01	113912128	114777810	0.063541	0.007101	0.005226	-0.014577
Ha412HOChr01	114474352	115052882	0.132974	0.021741	0.016448	0.111406
Ha412HOChr01	114778075	115053143	-0.084494	-0.023756	-0.018779	-0.035714
Ha412HOChr01	115052884	115053926	-0.012968	-0.008377	-0.006196	-0.007143
Ha412HOChr01	115053173	115054640	-0.032461	-0.016899	-0.012730	-0.018727
Ha412HOChr01	115053956	115055456	-0.135217	-0.104634	-0.070337	-0.089347
Ha412HOChr01	115054652	115055901	-0.227029	-0.208564	-0.134352	-0.125000
Ha412HOChr01	115055489	115056152	-0.378587	-0.370144	-0.228565	-0.214286
Ha412HOChr01	115055909	115056647	0.075643	0.066979	0.045147	0.039474
Ha412HOChr01	115056176	115107313	0.272758	0.071295	0.055410	0.134565
Ha412HOChr01	115056695	115688831	-0.177150	-0.027498	-0.018252	-0.099217
Ha412HOChr01	115107498	115775417	-0.024732	-0.004316	-0.002860	-0.022613
Ha412HOChr01	115688903	116498638	0.160198	0.022400	0.017260	0.164948
Ha412HOChr01	115778113	116730449	0.324037	0.040854	0.031028	0.288136
Ha412HOChr01	116500119	117135509	0.120369	0.023296	0.016917	0.127139
Ha412HOChr01	116730484	117165446	-0.109044	-0.019463	-0.013652	-0.058355
Ha412HOChr01	117136633	117342245	-0.008508	-0.001140	-0.000739	-0.015385
Ha412HOChr01	117165532	117489082	-0.134513	-0.021456	-0.015081	-0.095477
Ha412HOChr01	117342924	117633999	-0.195971	-0.027392	-0.021151	-0.111413
Ha412HOChr01	117489217	118314425	-0.113667	-0.012946	-0.010047	-0.136986
Ha412HOChr01	117634016	118659855	-0.153836	-0.016114	-0.012239	-0.230404
Ha412HOChr01	118314655	119532477	0.053981	0.004169	0.003424	-0.017199
Ha412HOChr01	118698174	119557746	0.293538	0.022627	0.019346	0.211838
Ha412HOChr01	119536496	119589442	0.002878	0.000364	0.000282	0.012552
Ha412HOChr01	119557768	120252613	-0.038058	-0.004224	-0.003415	-0.021341
Ha412HOChr01	119589466	120717854	-0.163644	-0.018943	-0.015147	-0.150127
Ha412HOChr01	120252670	120775701	-0.003578	-0.000671	-0.000521	-0.023077
Ha412HOChr01	120717857	121363801	0.091075	0.011189	0.008904	0.066313
Ha412HOChr01	120775901	121500792	-0.276714	-0.028265	-0.021792	-0.263636
Ha412HOChr01	121379816	121563962	-0.029362	-0.004648	-0.003340	-0.063158
Ha412HOChr01	121501075	121803831	0.394301	0.054671	0.035954	0.213740
Ha412HOChr01	121564069	121874260	0.197871	0.041452	0.027227	0.097973
Ha412HOChr01	121803844	122006181	0.059289	0.024631	0.015951	-0.013928
Ha412HOChr01	121874346	122978637	0.084336	0.017950	0.011836	0.018127
Ha412HOChr01	122006314	122986568	0.038181	0.007067	0.004819	0.030508
Ha412HOChr01	122978698	123141504	0.181607	0.053001	0.032428	0.133333
Ha412HOChr01	122986587	123284691	0.667519	0.184757	0.109220	0.636842
Ha412HOChr01	123141591	123304544	0.337017	0.104096	0.064242	0.227907
Ha412HOChr01	123284852	123308204	-0.041053	-0.011618	-0.007890	-0.071090
Ha412HOChr01	123304609	123312534	0.378125	0.133130	0.098303	0.209402
Ha412HOChr01	123308205	123314071	0.392016	0.245356	0.188392	0.149425
Ha412HOChr01	123312573	123378709	0.310502	0.073492	0.053197	0.142857
Ha412HOChr01	123314075	123830611	-0.111756	-0.014911	-0.010798	-0.091205
Ha412HOChr01	123380655	123866687	0.013025	0.001963	0.001436	-0.021818
Ha412HOChr01	123831724	123898268	0.088904	0.031114	0.020147	0.029900
Ha412HOChr01	123866738	124153891	-0.109726	-0.032383	-0.021151	-0.073955
Ha412HOChr01	123898888	124839256	0.220317	0.032207	0.023720	0.208633
Ha412HOChr01	124154987	125636297	0.418959	0.062852	0.043247	0.351351
Ha412HOChr01	124843405	125682437	0.501919	0.095935	0.064390	0.425606
Ha412HOChr01	125636347	125805999	0.529169	0.105366	0.077516	0.412844
Ha412HOChr01	125682438	125854076	0.425726	0.106278	0.078496	0.347561
Ha412HOChr01	125807286	126117341	0.340978	0.068479	0.050732	0.228758
Ha412HOChr01	125854104	126634990	0.427666	0.079882	0.056545	0.258856
Ha412HOChr01	126117920	126941383	0.396211	0.078638	0.052361	0.254593
Ha412HOChr01	126639253	127076312	0.417420	0.075816	0.053742	0.303725
Ha412HOChr01	126941681	127261021	0.197314	0.036557	0.026984	0.112069
Ha412HOChr01	127076352	127629760	0.334777	0.068037	0.048154	0.203747
Ha412HOChr01	127261033	128082565	0.456698	0.095071	0.069984	0.330233
Ha412HOChr01	127631543	128587260	0.335288	0.061947	0.049278	0.261905
Ha412HOChr01	128082679	128725157	0.305958	0.060152	0.046224	0.194553
Ha412HOChr01	128587282	129296395	0.200466	0.033304	0.025244	0.172638
Ha412HOChr01	128726864	129696929	0.305597	0.041537	0.032166	0.312676
Ha412HOChr01	129296407	130040704	0.410161	0.060609	0.045260	0.318043
Ha412HOChr01	129696960	130201826	0.533396	0.087857	0.066358	0.392655
Ha412HOChr01	130044509	130321709	0.399034	0.062915	0.048222	0.251908
Ha412HOChr01	130201883	130420831	0.300691	0.047027	0.035144	0.116279
Ha412HOChr01	130321712	130558764	0.368311	0.068933	0.050778	0.175097
Ha412HOChr01	130421346	130948491	0.387695	0.070882	0.049819	0.318937
Ha412HOChr01	130560033	131030911	0.452518	0.088801	0.064769	0.422872
Ha412HOChr01	130948494	131213468	0.247646	0.061274	0.043931	0.247761
Ha412HOChr01	131030915	131429985	0.251543	0.053903	0.038517	0.213333
Ha412HOChr01	131213605	131605891	0.605714	0.116942	0.084546	0.465517
Ha412HOChr01	131432419	131936740	0.508219	0.080218	0.055835	0.370262
Ha412HOChr01	131605893	131938132	-0.002241	-0.000375	-0.000260	-0.091703
Ha412HOChr01	131936860	132306247	-0.056598	-0.015006	-0.010059	-0.163880
Ha412HOChr01	131938856	132576155	0.248289	0.051834	0.036511	0.102564
Ha412HOChr01	132306698	132642318	0.464416	0.102299	0.073566	0.401198
Ha412HOChr01	132630904	132739428	0.622655	0.153280	0.115110	0.587013
Ha412HOChr01	132644779	133245132	0.527804	0.136652	0.103210	0.409742
Ha412HOChr01	132797712	133370990	0.269231	0.065897	0.048376	0.177632
Ha412HOChr01	133245138	133627186	0.488328	0.080295	0.058235	0.379791
Ha412HOChr01	133371066	134032046	0.627957	0.085188	0.061677	0.570000
Ha412HOChr01	133627247	134152413	0.473995	0.085795	0.061608	0.392045
Ha412HOChr01	134035114	134217584	0.441188	0.113910	0.074562	0.337408
Ha412HOChr01	134152821	134305443	0.661271	0.170653	0.119538	0.531323
Ha412HOChr01	134217596	134615494	0.533452	0.160086	0.122604	0.427822
Ha412HOChr01	134305510	134703519	0.454688	0.098312	0.073640	0.394366
Ha412HOChr01	134616251	134768147	0.507504	0.093049	0.067997	0.501730
Ha412HOChr01	134707723	134922966	0.406174	0.100214	0.073048	0.323529
