P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
des	niv	arg	0.02953	4.5005	3.38976e-06	0.0089535	55731.7	33555.5	31630.6
des	arg	par	0.0959043	8.25206	7.78457e-17	0.0372236	34075.4	44907.6	37047.7
des	pet_fal	arg	0.118923	12.5933	0	0.0386617	53321.6	40175.9	31635.9
des	pet_pet	arg	0.144603	13.6996	0	0.0484455	50966.5	42172.1	31516.5
niv	arg	par	0.0751376	6.18866	3.0339e-10	0.0286277	33557.3	42323.3	36407.6
niv	pet_fal	arg	0.097175	13.6598	0	0.0296354	58561.4	36062	29674.1
niv	pet_pet	arg	0.125477	13.1435	0	0.0396378	55487.4	38199.5	29681.9
arg	pet_fal	par	0.00258786	0.248269	0.401963	0.00101588	37496.7	40592.2	40382.7
arg	pet_pet	par	0.00931317	0.992166	0.160558	0.00362669	38863.1	40364	39619.1
pet_fal	pet_pet	arg	0.0383059	8.17185	1.51843e-16	0.0102952	94793.5	29854	27651.2
des	niv	deb	0.0623081	8.16053	1.66805e-16	0.0294276	52367	38967.7	34396.5
deb	des	par	0.0156346	1.75679	0.0394767	0.00562788	42876.7	39738.4	38514.9
deb	pet_fal	des	0.189404	26.967	0	0.0587958	53285.5	47964.7	32688.6
deb	pet_pet	des	0.167302	25.1541	0	0.0505039	56467	45575.3	32511.3
deb	niv	par	0.0397413	4.49693	3.44712e-06	0.0137252	44312.4	38569.2	35620.8
deb	pet_fal	niv	0.239204	36.81	0	0.126759	47541.6	51982.8	31914.3
deb	pet_pet	niv	0.210693	33.8551	0	0.10834	50847	48861	31854.8
deb	pet_fal	par	0.129571	25.6533	0	0.0434473	56069.3	41688.6	32124.6
deb	pet_pet	par	0.137708	26.1425	0	0.0458386	58539.6	41483.4	31441.1
pet_fal	pet_pet	deb	0.05167	8.4967	9.75782e-18	0.0256288	82486.6	36393.6	32817.5
des	niv	par	0.0261215	3.69502	0.000109935	0.00828669	52674.9	34550.7	32791.6
des	niv	pet_fal	0.110301	9.50907	0	0.0785134	41647.6	48087.7	38533.3
des	niv	pet_pet	0.102018	10.6323	0	0.0605308	42823.3	46254.2	37690.3
des	pet_fal	par	0.112045	11.6931	0	0.0382238	50550.9	41247.4	32935.6
des	pet_pet	par	0.116738	12.1846	0	0.0405325	48742.3	42001.2	33220.1
pet_pet	pet_fal	des	0.0334461	7.25045	2.07702e-13	0.008567	87311.7	32632.2	30520
niv	pet_fal	par	0.0932977	12.6598	0	0.0298287	55389.8	37294.7	30929.6
niv	pet_pet	par	0.098515	12.4116	0	0.0322895	52891	38145.9	31304
pet_pet	pet_fal	niv	0.0448047	14.0383	0	0.0209149	78732.3	34486.5	31528.7
pet_fal	pet_pet	par	0.00959026	2.51115	0.00601698	0.00269308	90072.5	29913.8	29345.5
