chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Ha412HOChr01	7026204	7446676	-0.474411	-0.141131	-0.085656	-0.385390
Ha412HOChr01	7193936	7655460	-0.341895	-0.093830	-0.061176	-0.317287
Ha412HOChr01	7446886	7968645	-0.241268	-0.052517	-0.036396	-0.159722
Ha412HOChr01	7655845	8208591	-0.253012	-0.042098	-0.029530	-0.187151
Ha412HOChr01	7968651	8557120	-0.082649	-0.012900	-0.009428	-0.081633
Ha412HOChr01	8208664	8686290	-0.601712	-0.187902	-0.127111	-0.484706
Ha412HOChr01	8557256	8769789	-0.961342	-1.301051	-0.488665	-0.865546
Ha412HOChr01	8686446	8771058	-0.848284	-1.200994	-0.431719	-0.698448
Ha412HOChr01	8769790	8800927	-0.153137	-0.049920	-0.032296	-0.113553
Ha412HOChr01	8771071	8920708	-0.352399	-0.126805	-0.076545	-0.326599
Ha412HOChr01	8800972	9023692	-0.516942	-0.109978	-0.075353	-0.467890
Ha412HOChr01	8921543	9390439	-0.545804	-0.081845	-0.060873	-0.498701
Ha412HOChr01	9023738	9395917	-0.608744	-0.125235	-0.089768	-0.592308
Ha412HOChr01	9390467	9435649	-0.270881	-0.072239	-0.052704	-0.291196
Ha412HOChr01	9396301	9837252	-0.137397	-0.027373	-0.019439	-0.110215
Ha412HOChr01	9486650	9866879	-0.373235	-0.074174	-0.048297	-0.313901
Ha412HOChr01	9837295	10482810	-0.327652	-0.077172	-0.054667	-0.253623
Ha412HOChr01	9977844	10658738	-0.207241	-0.029275	-0.021376	-0.144068
Ha412HOChr01	10482830	11377899	-0.248262	-0.031651	-0.022097	-0.151261
Ha412HOChr01	10660659	12433393	-0.326466	-0.053302	-0.035993	-0.229851
Ha412HOChr01	11384199	12845572	-0.046366	-0.007278	-0.005246	-0.071625
Ha412HOChr01	12434511	12985526	0.385340	0.059850	0.042359	0.268493
Ha412HOChr01	12845956	13485323	0.527473	0.123581	0.084659	0.374101
Ha412HOChr01	12985553	13948064	0.678161	0.086832	0.064788	0.623126
Ha412HOChr01	13512865	18084886	0.462433	0.063298	0.046782	0.465776
Ha412HOChr01	13948269	21309553	0.108140	0.015159	0.011173	0.075838
Ha412HOChr01	18174595	22520060	-0.037280	-0.005182	-0.003663	-0.050407
Ha412HOChr01	21309558	24015010	-0.237819	-0.035830	-0.024701	-0.242321
Ha412HOChr01	22520765	27339115	-0.190937	-0.020253	-0.014582	-0.189753
Ha412HOChr01	26141334	28932565	-0.067083	-0.008197	-0.005946	-0.082979
Ha412HOChr01	27339158	29652382	-0.096285	-0.018107	-0.013356	-0.104247
Ha412HOChr01	28933997	30645358	0.032909	0.005798	0.004354	0.043860
Ha412HOChr01	29652442	32407689	0.138612	0.021771	0.016478	0.114286
Ha412HOChr01	30645364	33177220	-0.032744	-0.004347	-0.003188	-0.038560
Ha412HOChr01	32408323	33831168	0.151956	0.016028	0.011923	0.126844
Ha412HOChr01	33177252	33872410	-0.034741	-0.004049	-0.002909	-0.051771
Ha412HOChr01	33831174	33878564	-0.327448	-0.053928	-0.035921	-0.256140
Ha412HOChr01	33872677	34015324	-0.193644	-0.037182	-0.027483	-0.151515
Ha412HOChr01	33878611	34556943	-0.052781	-0.009892	-0.007402	-0.079602
Ha412HOChr01	34019110	35020332	-0.056112	-0.008159	-0.005845	-0.122449
Ha412HOChr01	34556957	35121068	-0.145358	-0.019541	-0.014256	-0.164179
Ha412HOChr01	35025620	35937864	-0.179509	-0.018880	-0.014171	-0.236559
Ha412HOChr01	35122118	36365830	-0.263351	-0.030265	-0.022046	-0.310513
Ha412HOChr01	35937894	37489217	-0.160058	-0.025597	-0.017934	-0.173913
Ha412HOChr01	36365863	37915985	-0.081718	-0.010320	-0.007427	-0.146040
Ha412HOChr01	37489293	38253818	0.120482	0.013570	0.009871	0.022039
Ha412HOChr01	37916039	39013369	-0.272218	-0.032201	-0.022974	-0.278195
Ha412HOChr01	38255194	39191931	-0.362746	-0.056533	-0.040805	-0.353383
Ha412HOChr01	39020303	39319198	-0.267583	-0.057972	-0.041418	-0.229885
Ha412HOChr01	39306012	39382731	-0.694774	-0.130313	-0.093278	-0.571429
Ha412HOChr01	39324128	39671519	-0.720322	-0.127939	-0.090036	-0.637333
Ha412HOChr01	39382812	39679938	-0.796804	-0.278106	-0.170709	-0.769392
Ha412HOChr01	39671558	40557027	-0.751134	-0.234631	-0.155632	-0.676692
Ha412HOChr01	39856251	43669013	-0.704626	-0.135027	-0.096339	-0.645570
Ha412HOChr01	40567264	43992488	-0.678496	-0.150083	-0.100870	-0.567100
Ha412HOChr01	43670145	44591932	-0.348049	-0.066187	-0.047440	-0.267717
Ha412HOChr01	43992492	45558494	-0.166802	-0.017492	-0.012830	-0.146707
Ha412HOChr01	44592197	47441020	-0.196524	-0.018953	-0.014092	-0.207459
Ha412HOChr01	45558508	47664833	-0.251861	-0.032462	-0.025301	-0.265193
Ha412HOChr01	47529017	49180230	-0.108718	-0.010389	-0.008501	-0.098113
Ha412HOChr01	47664859	50281102	-0.035290	-0.003259	-0.002419	-0.025568
Ha412HOChr01	49183592	51513145	-0.179682	-0.025173	-0.018246	-0.206287
Ha412HOChr01	50282150	51662920	-0.363818	-0.062897	-0.046783	-0.389558
Ha412HOChr01	51513469	51770747	-0.344670	-0.070976	-0.052353	-0.301775
Ha412HOChr01	51668395	51801725	-0.320576	-0.075363	-0.055438	-0.294118
Ha412HOChr01	51770975	52228030	-0.303613	-0.056900	-0.043035	-0.331579
Ha412HOChr01	51801793	52684868	-0.014866	-0.002372	-0.001897	-0.055718
Ha412HOChr01	52228215	52895249	-0.046534	-0.009098	-0.006702	-0.077333
Ha412HOChr01	52684914	52962336	0.026261	0.006580	0.004842	-0.016760
Ha412HOChr01	52895258	53152964	0.112039	0.019427	0.015420	0.036011
Ha412HOChr01	53003136	53528162	-0.102757	-0.016096	-0.012002	-0.091384
Ha412HOChr01	53154026	53874512	-0.220325	-0.038091	-0.027793	-0.239583
Ha412HOChr01	53528218	54142109	-0.281595	-0.042649	-0.030550	-0.349462
Ha412HOChr01	53875601	54487612	-0.401786	-0.062434	-0.043698	-0.456583
Ha412HOChr01	54142164	54835468	-0.465415	-0.066626	-0.049484	-0.465046
Ha412HOChr01	54488017	55408838	-0.350382	-0.060598	-0.044910	-0.310769
Ha412HOChr01	54835625	55869995	-0.332832	-0.071937	-0.051977	-0.231481
Ha412HOChr01	55410733	56081406	-0.319470	-0.073887	-0.054423	-0.274232
Ha412HOChr01	55875744	56357294	-0.287783	-0.081629	-0.057267	-0.284644
Ha412HOChr01	56081512	56538924	-0.086034	-0.018743	-0.013568	-0.106667
Ha412HOChr01	56359390	56565477	0.056448	0.008565	0.006346	-0.025070
Ha412HOChr01	56539499	57393071	-0.080000	-0.015430	-0.011142	-0.152738
Ha412HOChr01	56565511	57670868	-0.219558	-0.052560	-0.039290	-0.236025
Ha412HOChr01	57393419	58411134	-0.286885	-0.051664	-0.040435	-0.256484
Ha412HOChr01	57671015	58615567	-0.088026	-0.016746	-0.011728	-0.083532
Ha412HOChr01	58411428	58617682	0.023706	0.005031	0.003195	-0.024768
Ha412HOChr01	58615663	59171379	-0.156850	-0.020150	-0.013739	-0.222656
Ha412HOChr01	58617705	59290092	-0.316206	-0.054225	-0.033615	-0.290123
Ha412HOChr01	59171403	59349123	-0.191943	-0.062408	-0.034121	-0.134731
Ha412HOChr01	59310362	59890851	-0.021148	-0.005507	-0.004173	-0.045584
Ha412HOChr01	59350275	60489071	-0.140370	-0.024943	-0.019263	-0.130699
Ha412HOChr01	59890869	60592600	-0.244717	-0.041804	-0.032103	-0.230189
Ha412HOChr01	60489120	61503149	-0.074375	-0.012292	-0.009698	-0.077364
Ha412HOChr01	60592601	61664784	-0.123770	-0.019285	-0.014933	-0.086849
Ha412HOChr01	61504393	62154518	-0.174386	-0.027456	-0.020435	-0.158385
Ha412HOChr01	61664897	62166058	0.232539	0.043869	0.031652	0.164122
Ha412HOChr01	62154671	62859122	-0.073741	-0.018626	-0.013215	-0.093333
Ha412HOChr01	62345901	63623100	-0.131353	-0.030474	-0.021844	-0.140271
Ha412HOChr01	62859166	63729023	-0.299298	-0.108189	-0.068419	-0.225108
Ha412HOChr01	63623183	63993771	-0.366235	-0.098193	-0.063741	-0.361050
Ha412HOChr01	63751037	64157536	-0.355495	-0.053927	-0.038253	-0.331461
Ha412HOChr01	63993773	64470380	-0.346312	-0.055728	-0.042295	-0.303571
Ha412HOChr01	64213740	64921601	-0.076611	-0.016495	-0.012228	-0.078550
Ha412HOChr01	64471151	65151051	0.167505	0.047255	0.031595	0.134921
Ha412HOChr01	64921620	65313398	0.174259	0.030376	0.023137	0.132075
Ha412HOChr01	65152009	65599555	-0.136783	-0.020266	-0.015684	-0.111511
Ha412HOChr01	65313470	66223258	-0.199388	-0.030850	-0.023827	-0.224551
Ha412HOChr01	65599569	66466419	-0.206583	-0.029889	-0.023533	-0.232323
Ha412HOChr01	66223570	66974024	-0.200084	-0.028416	-0.021694	-0.201031
Ha412HOChr01	66466450	67406182	-0.357445	-0.075233	-0.052944	-0.330025
Ha412HOChr01	66976147	67451092	-0.662338	-0.221939	-0.132539	-0.497653
Ha412HOChr01	67406272	67727106	-0.479769	-0.118092	-0.074785	-0.331606
Ha412HOChr01	67596932	67956708	-0.329910	-0.062156	-0.043494	-0.273775
Ha412HOChr01	67727173	68656436	-0.405157	-0.070683	-0.051753	-0.379710
Ha412HOChr01	68064889	68659361	-0.703571	-0.177758	-0.125328	-0.697885
Ha412HOChr01	68656476	69059727	-0.659851	-0.209409	-0.135432	-0.621795
Ha412HOChr01	68659507	69516847	0.041031	0.010879	0.007651	0.032099
Ha412HOChr01	69059731	69517738	0.139563	0.052632	0.036901	0.095694
Ha412HOChr01	69516890	69757912	-0.247959	-0.079987	-0.053793	-0.184358
Ha412HOChr01	69517774	70264279	-0.409639	-0.075698	-0.053091	-0.357143
Ha412HOChr01	69761162	70655880	-0.168184	-0.031457	-0.023283	-0.134615
Ha412HOChr01	70264292	71056179	0.347689	0.052212	0.041295	0.268608
Ha412HOChr01	70655881	71328860	0.161461	0.019566	0.014865	0.141956
Ha412HOChr01	71056194	72357569	-0.200086	-0.029171	-0.021037	-0.187320
Ha412HOChr01	71328978	72644130	-0.206619	-0.042262	-0.030709	-0.201072
Ha412HOChr01	72357686	72855081	0.035260	0.006649	0.005302	0.005650
Ha412HOChr01	72644263	73229526	-0.087526	-0.014781	-0.011337	-0.081365
Ha412HOChr01	72856068	73385588	-0.357843	-0.074074	-0.053785	-0.279012
Ha412HOChr01	73254368	74108034	-0.607945	-0.119180	-0.080145	-0.500000
Ha412HOChr01	73385687	74301715	-0.534039	-0.080097	-0.056036	-0.485849
Ha412HOChr01	74108948	74415036	-0.505030	-0.128394	-0.090043	-0.445190
Ha412HOChr01	74301738	74439629	-0.279304	-0.095613	-0.062484	-0.131524
Ha412HOChr01	74415125	74932320	-0.262310	-0.064806	-0.045927	-0.102506
Ha412HOChr01	74439649	75268427	-0.270952	-0.057226	-0.040199	-0.211765
Ha412HOChr01	74932467	75432988	-0.262768	-0.055339	-0.039011	-0.234375
Ha412HOChr01	75268435	75440666	-0.422350	-0.102656	-0.068292	-0.369727
Ha412HOChr01	75433040	75525853	-0.189038	-0.038891	-0.024119	-0.146479
Ha412HOChr01	75440701	75783204	-0.100831	-0.027254	-0.017746	-0.094595
Ha412HOChr01	75525856	76079207	-0.282583	-0.065585	-0.045635	-0.251429
Ha412HOChr01	75783521	77009957	-0.574045	-0.101641	-0.071177	-0.532632
Ha412HOChr01	76097301	77345521	-0.520729	-0.101968	-0.072395	-0.469880
Ha412HOChr01	77012034	77364350	-0.369688	-0.087385	-0.063885	-0.333333
Ha412HOChr01	77345522	77381794	-0.508336	-0.191033	-0.115948	-0.464286
Ha412HOChr01	77364411	77383574	-0.332425	-0.158790	-0.093219	-0.241379
Ha412HOChr01	77381798	77577900	-0.364956	-0.130835	-0.078607	-0.256831
Ha412HOChr01	77383593	78025726	-0.735354	-0.256601	-0.144967	-0.646617
Ha412HOChr01	77577904	78536479	-0.638794	-0.133084	-0.088628	-0.595477
Ha412HOChr01	78026199	78772646	-0.517100	-0.086489	-0.060497	-0.509174
Ha412HOChr01	78537945	79137575	-0.420499	-0.077742	-0.053250	-0.416667
Ha412HOChr01	78772655	79619510	-0.568215	-0.096417	-0.063913	-0.535714
Ha412HOChr01	79138409	79842213	-0.683841	-0.095685	-0.067446	-0.609137
Ha412HOChr01	79656187	79985701	-0.700614	-0.159062	-0.107627	-0.597403
Ha412HOChr01	79845835	80522046	-0.618683	-0.149261	-0.100572	-0.557920
Ha412HOChr01	80235550	80712819	-0.561974	-0.086442	-0.063911	-0.544393
Ha412HOChr01	80522235	81270346	-0.416997	-0.072301	-0.053648	-0.400000
Ha412HOChr01	80712832	81551263	0.029341	0.005576	0.004182	0.030380
Ha412HOChr01	81272063	81954487	0.479153	0.073365	0.056821	0.378307
Ha412HOChr01	81593243	82451851	0.617103	0.104261	0.079942	0.572043
Ha412HOChr01	81954495	82518607	0.612942	0.127583	0.095346	0.566596
Ha412HOChr01	82452616	82659174	0.263763	0.050691	0.035507	0.213542
Ha412HOChr01	82518612	83136573	-0.358904	-0.067531	-0.044281	-0.249249
Ha412HOChr01	82659437	83521203	-0.268220	-0.048878	-0.032602	-0.176812
Ha412HOChr01	83143105	84023579	-0.203776	-0.037751	-0.024839	-0.147679
Ha412HOChr01	83521229	85355238	-0.239446	-0.021633	-0.016151	-0.118644
Ha412HOChr01	84023954	86870007	0.254869	0.025453	0.019461	0.297688
Ha412HOChr01	85355264	87334522	0.268551	0.047777	0.035415	0.228659
Ha412HOChr01	86871735	87384471	-0.270351	-0.060799	-0.041597	-0.212903
Ha412HOChr01	87334536	87793273	-0.444351	-0.134692	-0.087183	-0.392473
Ha412HOChr01	87384943	87804115	-0.710526	-0.169219	-0.114556	-0.687104
Ha412HOChr01	87794761	88031771	-0.625237	-0.139982	-0.099598	-0.567227
Ha412HOChr01	87804177	88694241	-0.337610	-0.078014	-0.057306	-0.293269
Ha412HOChr01	88031811	88812809	-0.419471	-0.082678	-0.061955	-0.359043
Ha412HOChr01	88696298	88813586	-0.181528	-0.038337	-0.029024	-0.178832
Ha412HOChr01	88812812	89746077	-0.084456	-0.055919	-0.031116	-0.073359
Ha412HOChr01	88813588	90029288	-0.610695	-0.188290	-0.133537	-0.451444
Ha412HOChr01	89746084	90364527	-0.507993	-0.083449	-0.064082	-0.439898
Ha412HOChr01	90061932	90860678	-0.027941	-0.003584	-0.002793	-0.071672
Ha412HOChr01	90364541	91564768	-0.034995	-0.003587	-0.002881	-0.006135
Ha412HOChr01	90860756	91776552	-0.261761	-0.025256	-0.019049	-0.246305
Ha412HOChr01	91566445	92549533	0.079607	0.008356	0.006315	-0.004890
Ha412HOChr01	91776564	92944656	0.365308	0.045863	0.035272	0.205634
Ha412HOChr01	92943707	92997107	-0.007934	-0.002089	-0.001123	-0.085443
Ha412HOChr01	92945255	93074894	0.254163	0.055287	0.034580	0.179641
Ha412HOChr01	92997312	93317401	0.159716	0.029445	0.020773	0.089918
Ha412HOChr01	93075538	94112599	0.103808	0.012555	0.008872	0.036876
Ha412HOChr01	93317410	94215042	0.325875	0.045157	0.032970	0.285714
Ha412HOChr01	94112605	94283094	0.112018	0.019187	0.015424	0.099768
Ha412HOChr01	94215158	94610875	0.038007	0.005212	0.004097	0.007026
Ha412HOChr01	94283116	94641840	0.169712	0.023184	0.018013	0.072000
Ha412HOChr01	94612999	94743355	0.119271	0.015849	0.012211	0.050445
Ha412HOChr01	94641938	94859311	0.161672	0.025859	0.019521	0.206897
Ha412HOChr01	94743363	95209269	0.145946	0.014101	0.010329	0.170264
Ha412HOChr01	94882224	95652466	0.177725	0.015178	0.010935	0.094241
Ha412HOChr01	95264231	95950075	0.003858	0.000396	0.000292	-0.068702
Ha412HOChr01	95652605	96084584	-0.087241	-0.007456	-0.005707	-0.093960
Ha412HOChr01	95950110	96464496	-0.367421	-0.034014	-0.024820	-0.276730
Ha412HOChr01	96086061	96699250	-0.142048	-0.016143	-0.011306	-0.057143
Ha412HOChr01	96464554	97522168	0.211806	0.028628	0.020166	0.223618
Ha412HOChr01	96789834	98274068	-0.069877	-0.009403	-0.006924	-0.062907
Ha412HOChr01	97522171	98726874	-0.059735	-0.006249	-0.004429	-0.079897
Ha412HOChr01	98274073	98729393	0.212445	0.020940	0.013813	0.141264
Ha412HOChr01	98727439	98913181	0.060736	0.009201	0.006452	0.040000
Ha412HOChr01	98729396	99043023	-0.079571	-0.007479	-0.005727	-0.056180
Ha412HOChr01	98913215	100018988	0.137023	0.017086	0.013598	0.120482
Ha412HOChr01	99043033	101312139	0.028889	0.005652	0.003981	0.032086
Ha412HOChr01	100019223	102234989	0.091892	0.017431	0.011939	0.023364
Ha412HOChr01	101685010	102491499	0.030466	0.005866	0.004234	-0.015228
Ha412HOChr01	102238121	102584772	-0.171839	-0.034317	-0.025061	-0.118056
Ha412HOChr01	102491501	102700573	0.187363	0.058473	0.038526	0.122951
Ha412HOChr01	102584777	103113694	0.274866	0.026569	0.021259	0.294545
Ha412HOChr01	102700579	103839969	0.062169	0.006051	0.004775	0.101911
Ha412HOChr01	103113738	104147989	-0.207962	-0.026004	-0.019448	-0.255663
Ha412HOChr01	103840004	104875731	-0.322393	-0.039579	-0.029771	-0.343653
Ha412HOChr01	104147994	105261345	-0.147815	-0.024620	-0.017698	-0.119593
Ha412HOChr01	104876984	106075113	0.148750	0.022700	0.015892	0.104034
Ha412HOChr01	105797816	106556015	-0.011002	-0.001855	-0.001342	-0.022680
Ha412HOChr01	106075119	107322195	0.305556	0.055837	0.043427	0.309568
Ha412HOChr01	106556153	107664221	0.469372	0.085685	0.063102	0.410448
Ha412HOChr01	107322270	107673447	0.140275	0.033286	0.022592	0.133515
Ha412HOChr01	107664222	108286474	0.146311	0.024229	0.017762	0.174041
Ha412HOChr01	107673614	108577664	0.097127	0.012402	0.008374	0.087071
Ha412HOChr01	108286497	109798702	-0.292784	-0.038497	-0.025860	-0.266497
Ha412HOChr01	108579544	109915954	-0.479877	-0.072518	-0.051503	-0.405594
Ha412HOChr01	109798771	111216267	-0.122012	-0.019545	-0.014410	-0.078704
Ha412HOChr01	109915971	111533813	-0.070532	-0.012152	-0.009089	-0.087886
Ha412HOChr01	111372587	112551154	-0.087877	-0.014446	-0.010487	-0.110565
Ha412HOChr01	111533943	112795562	-0.156433	-0.026339	-0.018934	-0.126168
Ha412HOChr01	112551157	113023372	-0.452679	-0.103869	-0.073703	-0.419501
Ha412HOChr01	112810700	113417984	-0.270321	-0.042935	-0.033438	-0.301802
Ha412HOChr01	113107058	113657251	-0.276475	-0.043695	-0.034321	-0.286747
Ha412HOChr01	113418099	113910358	-0.555509	-0.108148	-0.081076	-0.520202
Ha412HOChr01	113665172	113982917	-0.464504	-0.079613	-0.058083	-0.472000
Ha412HOChr01	113912117	114508618	-0.273349	-0.045292	-0.034528	-0.300752
Ha412HOChr01	114107213	115052699	-0.072429	-0.007289	-0.005888	-0.077519
Ha412HOChr01	114603188	115053011	0.040904	0.004142	0.003311	0.003115
Ha412HOChr01	115052702	115053417	0.036258	0.027723	0.020068	0.006711
Ha412HOChr01	115053022	115053926	0.095666	0.069809	0.056522	0.057627
Ha412HOChr01	115053419	115054490	0.075161	0.059452	0.045455	0.050336
Ha412HOChr01	115053956	115054815	0.085315	0.080821	0.055129	0.042763
Ha412HOChr01	115054502	115055675	0.037916	0.032570	0.022182	0.019672
Ha412HOChr01	115054847	115056083	-0.303455	-0.200000	-0.144440	-0.198606
Ha412HOChr01	115055696	115056647	-0.071165	-0.046655	-0.034872	-0.012658
Ha412HOChr01	115056089	115056968	0.251464	0.196621	0.150514	0.180791
Ha412HOChr01	115056663	115596400	-0.302408	-0.070448	-0.053517	-0.152824
Ha412HOChr01	115056985	115691125	-0.329055	-0.059086	-0.040290	-0.299363
Ha412HOChr01	115596474	116172527	-0.335430	-0.056612	-0.040190	-0.331719
Ha412HOChr01	115691760	116561086	-0.228102	-0.029256	-0.022712	-0.211268
Ha412HOChr01	116244515	116756783	0.140434	0.016335	0.012651	0.114286
Ha412HOChr01	116561088	117138136	-0.214963	-0.034580	-0.025552	-0.174419
Ha412HOChr01	116761949	117164668	-0.658430	-0.204170	-0.139382	-0.595349
Ha412HOChr01	117138715	117166519	-0.376585	-0.160675	-0.107710	-0.288783
Ha412HOChr01	117164669	117343248	-0.107383	-0.022563	-0.016392	-0.071253
Ha412HOChr01	117166529	117489232	-0.351943	-0.070559	-0.051165	-0.262222
Ha412HOChr01	117434495	117696018	-0.340774	-0.049791	-0.039534	-0.257576
Ha412HOChr01	117489366	118314425	-0.535764	-0.075990	-0.060669	-0.530806
Ha412HOChr01	117696048	118631142	-0.686394	-0.141884	-0.104845	-0.696721
Ha412HOChr01	118314665	119416212	-0.468640	-0.050944	-0.040998	-0.467700
Ha412HOChr01	118644685	119556459	-0.242865	-0.020461	-0.017115	-0.201987
Ha412HOChr01	119416986	119578797	-0.184051	-0.028568	-0.021606	-0.119342
Ha412HOChr01	119556569	120107023	-0.176184	-0.019201	-0.014967	-0.101504
Ha412HOChr01	119579097	120716150	-0.288983	-0.030102	-0.024202	-0.214660
Ha412HOChr01	120107029	120772347	-0.147929	-0.020187	-0.016149	-0.096491
Ha412HOChr01	120717818	120794773	-0.043716	-0.011873	-0.008414	-0.027108
Ha412HOChr01	120772362	121379854	-0.098519	-0.023221	-0.016760	-0.117647
Ha412HOChr01	120794988	121526318	-0.108656	-0.020868	-0.015534	-0.116531
Ha412HOChr01	121379868	121564015	0.011015	0.002204	0.001535	0.040373
Ha412HOChr01	121526334	121865535	0.046882	0.008013	0.005345	0.048077
Ha412HOChr01	121564107	122006246	-0.112925	-0.020169	-0.013923	-0.066282
Ha412HOChr01	121865542	122754703	-0.125538	-0.025144	-0.017553	-0.106145
Ha412HOChr01	122006438	122981696	-0.270405	-0.067882	-0.048799	-0.206349
Ha412HOChr01	122754744	123140631	-0.287736	-0.096749	-0.068810	-0.198556
Ha412HOChr01	122983995	123142769	-0.340288	-0.116512	-0.071638	-0.166144
Ha412HOChr01	123140649	123305070	-0.086061	-0.026961	-0.017221	-0.011905
Ha412HOChr01	123142794	123466014	0.163359	0.026908	0.019603	0.180000
Ha412HOChr01	123307022	123864122	-0.152567	-0.020341	-0.014898	-0.110448
Ha412HOChr01	123466033	123867321	-0.201102	-0.038630	-0.027260	-0.180982
Ha412HOChr01	123864165	124015593	-0.225823	-0.063725	-0.043539	-0.190736
Ha412HOChr01	123896262	124844500	-0.110123	-0.015861	-0.011397	-0.121302
Ha412HOChr01	124015611	125655916	-0.079802	-0.008865	-0.006336	-0.093863
Ha412HOChr01	124844563	125850727	0.124038	0.018352	0.013577	0.119048
Ha412HOChr01	125681514	126110756	0.336842	0.054132	0.042091	0.287179
Ha412HOChr01	125851487	126850046	0.156852	0.017913	0.013721	0.113573
Ha412HOChr01	126117283	127076748	0.186981	0.020573	0.015783	0.176471
Ha412HOChr01	126850208	127374459	0.139854	0.018224	0.013995	0.088889
Ha412HOChr01	127182899	128081489	-0.018200	-0.001538	-0.001183	-0.048860
Ha412HOChr01	127374683	128588456	0.211757	0.018715	0.014651	0.107527
Ha412HOChr01	128082545	129256231	0.032400	0.003447	0.002653	0.027682
Ha412HOChr01	128588467	129696774	-0.138490	-0.014455	-0.011102	-0.034247
Ha412HOChr01	129256260	129845910	-0.107563	-0.014926	-0.011302	-0.081481
Ha412HOChr01	129696785	130200129	-0.112798	-0.015161	-0.011682	-0.145907
Ha412HOChr01	129846025	130322484	0.247213	0.027159	0.021248	0.180723
Ha412HOChr01	130201770	130501863	0.355760	0.039869	0.030261	0.230496
Ha412HOChr01	130322559	130840076	-0.130333	-0.013828	-0.010305	-0.114943
Ha412HOChr01	130545893	131089558	0.011066	0.001624	0.001216	0.032258
Ha412HOChr01	130841220	131282062	0.179828	0.031354	0.022846	0.205405
Ha412HOChr01	131092953	131538711	0.523939	0.089388	0.064824	0.462532
Ha412HOChr01	131282079	131663650	0.277342	0.048611	0.035961	0.153247
Ha412HOChr01	131539836	132171867	0.018327	0.002428	0.001778	-0.091398
Ha412HOChr01	131665253	132639961	0.036269	0.003419	0.002556	0.000000
Ha412HOChr01	132171877	132821276	0.084294	0.008224	0.006411	0.077135
Ha412HOChr01	132645097	133370100	0.330417	0.044514	0.035251	0.228487
Ha412HOChr01	132821281	133662798	-0.179897	-0.028130	-0.020707	-0.183673
Ha412HOChr01	133372764	134035114	-0.164982	-0.019387	-0.014747	-0.139942
Ha412HOChr01	133763144	134212377	-0.266811	-0.030443	-0.022924	-0.266484
Ha412HOChr01	134036418	134220828	-0.119573	-0.022595	-0.016358	-0.130024
Ha412HOChr01	134212656	134616402	0.431107	0.075768	0.060244	0.338936
Ha412HOChr01	134220833	134746617	0.328460	0.044181	0.035605	0.284768
Ha412HOChr01	134616469	134840328	0.074786	0.011551	0.008671	0.144654
Ha412HOChr01	134746618	134979377	0.182778	0.029493	0.022561	0.183374
Ha412HOChr01	134840367	135258792	0.205703	0.023648	0.017925	0.136364
Ha412HOChr01	134979419	135526392	-0.088430	-0.009026	-0.006740	-0.099723
